product_id;article;product_name;popularity_rank;variant_count;category_id;category;subcategory_id;subcategory;min_price_rub;max_price_rub;min_old_price_rub;max_old_price_rub;primary_image;available
KD-PD-10599;KD-PD-10599;Подушка декоративная Нити;128;1;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;5490;5490;;;/assets/images/69e5d18433139_big.jpg;true
KD-PD-8695;KD-PD-8695;Подсвечник Росы;129;1;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;6900;6900;;;/assets/images/6a47b3e9acf68_big.jpg;true
KD-PD-10375;KD-PD-10375;Комплект постельного белья Тайна;130;2;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;32900;43900;;;/assets/images/KD-PD-10375-02.png;true
KD-PD-10260;KD-PD-10260;Кружка Тайна;131;1;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;4599;4599;;;/assets/images/68f65790028a8_big.jpg;true
KD-PD-10597;KD-PD-10597;Подушка Тайна;132;2;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;3599;4599;;;/assets/images/69e5d81fb0f8c_big.jpg;true
KD-PD-10981;KD-PD-10981;Свеча Тайна;133;4;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;6599;6599;;;/assets/images/6978c59a6fa8e_big.jpg;true
KD-PD-10259;KD-PD-10259;Тарелка десертная Тайна;134;1;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;4599;4599;;;/assets/images/6a85b7f0e879a_big.jpg;true
KD-PD-10258;KD-PD-10258;Чайная пара Тайна;135;1;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;5599;5599;;;/assets/images/69007dfeb92de_big.jpg;true
KD-PD-10244;KD-PD-10244;Блюдо овальное Юрма;136;1;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;2392;2392;2990;2990;/assets/images/6a85ae136bac7_big.jpg;true
KD-PD-10239;KD-PD-10239;Тарелка закусочная Юрма;137;1;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;1912;1912;2390;2390;/assets/images/6a85ba9c0ea69_big.jpg;true
KD-PD-1;KD-PD-1;Свеча Корона;138;3;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;6599;6599;;;/assets/images/6a58eb4c98af8_big.jpg;true
KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;139;12;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;9599;20599;;;/assets/images/KD-PD-1022-WHITE01.png;true
