image_id;variant_id;product_id;sort_order;path
KD-PD-10376__v001__img1;KD-PD-10376__v001;KD-PD-10376;1;/assets/images/KD-PD-10376-01.png
KD-PD-10376__v001__img2;KD-PD-10376__v001;KD-PD-10376;2;/assets/images/KD-PD-10376-02.png
KD-PD-10376__v002__img1;KD-PD-10376__v002;KD-PD-10376;1;/assets/images/KD-PD-10376-01.png
KD-PD-10376__v002__img2;KD-PD-10376__v002;KD-PD-10376;2;/assets/images/KD-PD-10376-02.png
KD-PD-10599__v001__img1;KD-PD-10599__v001;KD-PD-10599;1;/assets/images/69e5d18433139_big.jpg
KD-PD-8695__v001__img1;KD-PD-8695__v001;KD-PD-8695;1;/assets/images/6a47b3e9acf68_big.jpg
KD-PD-10375__v001__img1;KD-PD-10375__v001;KD-PD-10375;1;/assets/images/KD-PD-10375-02.png
KD-PD-10375__v002__img1;KD-PD-10375__v002;KD-PD-10375;1;/assets/images/KD-PD-10375-02.png
KD-PD-10260__v001__img1;KD-PD-10260__v001;KD-PD-10260;1;/assets/images/68f65790028a8_big.jpg
KD-PD-10597__v001__img1;KD-PD-10597__v001;KD-PD-10597;1;/assets/images/69e5d81fb0f8c_big.jpg
KD-PD-10597__v002__img1;KD-PD-10597__v002;KD-PD-10597;1;/assets/images/69f1d18162bd5_big.jpg
KD-PD-10981__v001__img1;KD-PD-10981__v001;KD-PD-10981;1;/assets/images/6978c59a6fa8e_big.jpg
KD-PD-10981__v002__img1;KD-PD-10981__v002;KD-PD-10981;1;/assets/images/6978c59a6fa8e_big.jpg
KD-PD-10981__v003__img1;KD-PD-10981__v003;KD-PD-10981;1;/assets/images/6a5f809fd6922_big.jpg
KD-PD-10981__v004__img1;KD-PD-10981__v004;KD-PD-10981;1;/assets/images/6a5f809fd6922_big.jpg
KD-PD-10259__v001__img1;KD-PD-10259__v001;KD-PD-10259;1;/assets/images/6a85b7f0e879a_big.jpg
KD-PD-10258__v001__img1;KD-PD-10258__v001;KD-PD-10258;1;/assets/images/69007dfeb92de_big.jpg
KD-PD-10244__v001__img1;KD-PD-10244__v001;KD-PD-10244;1;/assets/images/6a85ae136bac7_big.jpg
KD-PD-10239__v001__img1;KD-PD-10239__v001;KD-PD-10239;1;/assets/images/6a85ba9c0ea69_big.jpg
KD-PD-1__v001__img1;KD-PD-1__v001;KD-PD-1;1;/assets/images/6a58eb4c98af8_big.jpg
KD-PD-1__v002__img1;KD-PD-1__v002;KD-PD-1;1;/assets/images/6a58eb4c98af8_big.jpg
KD-PD-1__v003__img1;KD-PD-1__v003;KD-PD-1;1;/assets/images/6a58eb4c98af8_big.jpg
KD-PD-1022__v001__img1;KD-PD-1022__v001;KD-PD-1022;1;/assets/images/KD-PD-1022-WHITE01.png
KD-PD-1022__v002__img1;KD-PD-1022__v002;KD-PD-1022;1;/assets/images/KD-PD-1022-WHITE01.png
KD-PD-1022__v003__img1;KD-PD-1022__v003;KD-PD-1022;1;/assets/images/KD-PD-1022-WHITE01.png
KD-PD-1022__v004__img1;KD-PD-1022__v004;KD-PD-1022;1;/assets/images/KD-PD-1022-BLUE01.png
KD-PD-1022__v005__img1;KD-PD-1022__v005;KD-PD-1022;1;/assets/images/KD-PD-1022-BLUE01.png
KD-PD-1022__v006__img1;KD-PD-1022__v006;KD-PD-1022;1;/assets/images/KD-PD-1022-BLUE01.png
KD-PD-1022__v007__img1;KD-PD-1022__v007;KD-PD-1022;1;/assets/images/KD-PD-1022-DARK01.png
KD-PD-1022__v008__img1;KD-PD-1022__v008;KD-PD-1022;1;/assets/images/KD-PD-1022-DARK01.png
KD-PD-1022__v009__img1;KD-PD-1022__v009;KD-PD-1022;1;/assets/images/KD-PD-1022-DARK01.png
KD-PD-1022__v010__img1;KD-PD-1022__v010;KD-PD-1022;1;/assets/images/KD-PD-1022-PUDRA01.png
KD-PD-1022__v011__img1;KD-PD-1022__v011;KD-PD-1022;1;/assets/images/KD-PD-1022-PUDRA01.png
KD-PD-1022__v012__img1;KD-PD-1022__v012;KD-PD-1022;1;/assets/images/KD-PD-1022-PUDRA01.png
