variant_id;product_id;article;variant_order;color_id;color_name;aroma_id;aroma_name;size_id;size_label;price_rub;old_price_rub;height;width;volume;diameter;package_info;material_id;material_name;composition;details;collection_id;collection_name;capsule_id;capsule_name;category_id;category_name;subcategory_id;subcategory_name;image_1;image_2;image_3
KD-PD-10928__v001;KD-PD-10928;KD-PD-10928;1;clr_2818a16c64;Белый;;;siz_1ab86f18bc;8 см;1032;1290;;;70 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-10928.png;;
KD-PD-10917__v001;KD-PD-10917;KD-PD-10917;1;clr_2818a16c64;Белый;;;siz_56458cb88b;30 мл;1112;1390;;;30 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/KD-PD-10917.png;;
KD-PD-10915__v001;KD-PD-10915;KD-PD-10915;1;clr_2818a16c64;Белый;;;siz_3197a62e72;300 мл;3672;4590;;;300 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/KD-PD-10915.png;;
KD-PD-10924__v001;KD-PD-10924;KD-PD-10924;1;clr_2818a16c64;Белый;;;siz_3197a62e72;300 мл;3032;3790;;;300 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/KD-PD-10924.png;;
KD-PD-10927__v001;KD-PD-10927;KD-PD-10927;1;clr_2818a16c64;Белый;;;siz_1ab86f18bc;8 см;1032;1290;;;70 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-10927.png;;
KD-PD-10926__v001;KD-PD-10926;KD-PD-10926;1;clr_2818a16c64;Белый;;;siz_a51dd1f114;150 мл;2232;2790;;;150 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/KD-PD-10926.png;;
KD-PD-10918__v001;KD-PD-10918;KD-PD-10918;1;clr_2818a16c64;Белый;;;siz_8853f4a4f0;19 см;1992;2490;;;;19 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-10918.png;;
KD-PD-10919__v001;KD-PD-10919;KD-PD-10919;1;clr_2818a16c64;Белый;;;siz_83986fbbc4;23 см;2232;2790;;;;23 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-10919.png;;
KD-PD-10920__v001;KD-PD-10920;KD-PD-10920;1;clr_2818a16c64;Белый;;;siz_e024167a99;27 см;2632;3290;;;;27 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a85bcecc09c8_big.jpg;;
KD-PD-10921__v001;KD-PD-10921;KD-PD-10921;1;clr_2818a16c64;Белый;;;siz_04db6fb82b;30 см;4392;5490;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a85bcfa2f399_big.jpg;;
KD-PD-10922__v001;KD-PD-10922;KD-PD-10922;1;clr_2818a16c64;Белый;;;siz_38d9e86809;250 мл;2792;3490;;;250 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/KD-PD-10922.png;;
KD-PD-10923__v001;KD-PD-10923;KD-PD-10923;1;clr_2818a16c64;Белый;;;siz_2ec4f27ef4;1300 мл;6392;7990;;;1300 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/6a85bf6fe9fa3_big.jpg;;
KD-PD-10944__v001;KD-PD-10944;KD-PD-10944;1;clr_f62d05dd1d;Белый / Голубой;;;siz_465423d26e;32 см;6990;;;;;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/698deddc79da9_big.JPG;;
KD-PD-11006__v001;KD-PD-11006;KD-PD-11006;1;clr_b598b3ae9a;Белый / Золотой;;;siz_43afd6d9c8;50х120 см;4490;;50 см;120 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/69f218d992ea2_big.jpg;;
KD-PD-10945__v001;KD-PD-10945;KD-PD-10945;1;clr_f62d05dd1d;Белый / Голубой;;;siz_e4b54fb397;370 мл;2190;;;;370 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/698decfd8e311_big.jpg;;
KD-PD-10590__v001;KD-PD-10590;KD-PD-10590;1;clr_b598b3ae9a;Белый / Золотой;;;siz_3a1b4eecfc;43х43 см;2590;;43 см;43 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/698deb44c83a5_big.jpg;;
KD-PD-10591__v001;KD-PD-10591;KD-PD-10591;1;clr_b598b3ae9a;Белый / Золотой;;;siz_8e6221b6a2;45х45 см;1990;;45 см;45 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/KD-PD-10591.png;;
KD-PD-10950__v001;KD-PD-10950;KD-PD-10950;1;clr_f62d05dd1d;Белый / Голубой;;;siz_3197a62e72;300 мл;3490;;;;300 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/KD-PD-10950.png;;
KD-PD-10459__v001;KD-PD-10459;KD-PD-10459;1;clr_b598b3ae9a;Белый / Золотой;;;siz_81af55eef2;180х250 см;22900;;180 см;250 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/KD-PD-10459.png;;
KD-PD-10459__v002;KD-PD-10459;KD-PD-10459;2;clr_b598b3ae9a;Белый / Золотой;;;siz_9a111dd17f;180х350 см;22900;;180 см;350 см;;;;mat_365f34cf69;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_2cf1fa1e31;Столовый текстиль;/assets/images/KD-PD-10459.png;;
KD-PD-10946__v001;KD-PD-10946;KD-PD-10946;1;clr_f62d05dd1d;Белый / Голубой;;;siz_ae8c2dbf71;21 см;2190;;;;;21 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-10946.png;;
KD-PD-10947__v001;KD-PD-10947;KD-PD-10947;1;clr_f62d05dd1d;Белый / Голубой;;;siz_655425d707;24 см;3190;;;;;24 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-10947.png;;
KD-PD-10948__v001;KD-PD-10948;KD-PD-10948;1;clr_f62d05dd1d;Белый / Голубой;;;siz_e024167a99;27 см;3990;;;;;27 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-10948.png;;
KD-PD-10951__v001;KD-PD-10951;KD-PD-10951;1;clr_f62d05dd1d;Белый / Голубой;;;siz_38d9e86809;250 мл;3990;;;;250 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/KD-PD-10951.png;;
KD-PD-10949__v001;KD-PD-10949;KD-PD-10949;1;clr_f62d05dd1d;Белый / Голубой;;;siz_c2c9e33825;650 мл;4990;;;;650 мл;;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_eb5c1fff3a;Чайники, молочники и сахарницы;/assets/images/KD-PD-10949.png;;
KD-PD-10287__v001;KD-PD-10287;KD-PD-10287;1;clr_df6d4fc5b2;коричневый;;;siz_04db6fb82b;30 см;9900;;17 см;30 см;;;;mat_968dc350ce;Дерево / Металл;дуб;;col_2b1b1d7eb6;Дрёмица;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/68da38fa3c974_big.jpg;/assets/images/68f8dd754708a_big.jpg;
KD-PD-10127__v001;KD-PD-10127;KD-PD-10127;1;clr_df6d4fc5b2;коричневый;;;siz_14fa07a6a1;480 см;49900;;480 см;310 см;;;;mat_968dc350ce;Дерево / Металл;Американский орех;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_0184814ca1;Подносы;/assets/images/KD-PD-10127.png;;
KD-PD-10127__v002;KD-PD-10127;KD-PD-10127;2;clr_df6d4fc5b2;коричневый;;;siz_f35f077ab5;280 см;39900;;280 см;280 см;;;;mat_968dc350ce;Дерево / Металл;Американский орех;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_0184814ca1;Подносы;/assets/images/KD-PD-10127.png;;
KD-PD-10283__v001;KD-PD-10283;KD-PD-10283;1;clr_df6d4fc5b2;коричневый;;;siz_0a6e5e1575;Единый размер;8900;;;;;;;mat_968dc350ce;Дерево / Металл;Дуб;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_a1c01da16a;Декор для дома;/assets/images/68da390e4614a_big.jpg;/assets/images/68ecc502bdb94_big.jpg;
KD-PD-10284__v001;KD-PD-10284;KD-PD-10284;1;clr_df6d4fc5b2;коричневый;;;siz_0a6e5e1575;Единый размер;19900;;;;;;;mat_968dc350ce;Дерево / Металл;Дуб;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_a1c01da16a;Декор для дома;/assets/images/69f06b63e0eac_big.jpg;/assets/images/68ecc79f1d5e2_big.jpg;
KD-PD-10256__v001;KD-PD-10256;KD-PD-10256;1;clr_b598b3ae9a;Белый / Золотой;;;siz_fe3347d2ff;450 мл;2990;;;;450 мл;;;;;;;col_0495d7f773;Феникс;cap_0495d7f773;Феникс;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/KD-PD-10256.png;;
KD-PD-10254__v001;KD-PD-10254;KD-PD-10254;1;clr_b598b3ae9a;Белый / Золотой;;;siz_38d9e86809;250 мл;5599;;;;250 мл;16 см;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;;;col_0495d7f773;Феникс;cap_0495d7f773;Феникс;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/KD-PD-10254.png;;
KD-PD-2000__v001;KD-PD-2000;KD-PD-2000;1;clr_eaa16fa223;Ледяной Голубой;;;siz_501ce79660;50×50 см;5990;;50 см;50 см;;;;mat_365f34cf69;Хлопок;Внешняя часть: 100% хлопок, наполнитель: 100% пух;Декоративный орнамент «Ледяные узоры»;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/KD-PD-2000-BLUE01.png;;
KD-PD-2000__v002;KD-PD-2000;KD-PD-2000;2;clr_2818a16c64;Белый;;;siz_501ce79660;50×50 см;5990;;50 см;50 см;;;;mat_365f34cf69;Хлопок;Внешняя часть: 100% хлопок, наполнитель: 100% пух;Декоративный орнамент «Ледяные узоры»;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/KD-PD-2000-WHITE01.png;;
KD-PD-2000__v003;KD-PD-2000;KD-PD-2000;3;clr_7e1922e6be;Ночной синий;;;siz_501ce79660;50×50 см;5990;;50 см;50 см;;;;mat_365f34cf69;Хлопок;Внешняя часть: 100% хлопок, наполнитель: 100% пух;Декоративный орнамент «Ледяные узоры»;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/KD-PD-2000-DARK01.png;;
KD-PD-2003__v001;KD-PD-2003;KD-PD-2003;1;clr_eaa16fa223;Ледяной Голубой;;;siz_2d0f990f0d;140×200 см;12990;;140 см;200 см;;;;mat_4e38e856e3;Шерсть и хлопок;70% шерсть, 30% хлопок;Жаккардовый орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_8aadebfefa;Плед;/assets/images/KD-PD-2003-BLUE01.png;/assets/images/KD-PD-2003-BLUE02.png;
KD-PD-2010__v001;KD-PD-2010;KD-PD-2010;1;clr_2818a16c64;Белый;;;siz_655425d707;24 см;9990;;;;;24 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/KD-PD-2010-WHITE01.png;;
KD-PD-2010__v002;KD-PD-2010;KD-PD-2010;2;clr_7e1922e6be;Ночной синий;;;siz_655425d707;24 см;9990;;;;;24 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_fdfec7942e;Салатники, cупницы и глубокие тарелки;/assets/images/KD-PD-2010-DARK01.png;;
KD-PD-2001__v001;KD-PD-2001;KD-PD-2001;1;clr_7e1922e6be;Ночной синий;;;siz_83986fbbc4;23 см;7990;;;;;23 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-2001-DARK01.png;;
KD-PD-2001__v002;KD-PD-2001;KD-PD-2001;2;clr_2818a16c64;Белый;;;siz_83986fbbc4;23 см;7990;;;;;23 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/KD-PD-2001-WHITE01.png;;
KD-PD-2004__v001;KD-PD-2004;KD-PD-2004;1;clr_2818a16c64;Белый;;;siz_38d9e86809;250 мл;6990;;;;;15 см;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/KD-PD-2004-WHITE01.png;;
KD-PD-10376__v001;KD-PD-10376;KD-PD-10376;1;clr_a39ee8788e;Голубой;;;siz_a6e47b185f;Евро (200х220 см);32900;;200 см;220 см;;;;mat_8134a26777;сатин;100% сатин;;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-10376-01.png;/assets/images/KD-PD-10376-02.png;
KD-PD-10376__v002;KD-PD-10376;KD-PD-10376;2;clr_a39ee8788e;Голубой;;;siz_1a86ade16c;Кинг-сайз (220х240 см);43900;;220 см;240 см;;;;mat_8134a26777;сатин;100% сатин;;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-10376-01.png;/assets/images/KD-PD-10376-02.png;
KD-PD-10599__v001;KD-PD-10599;KD-PD-10599;1;clr_a39ee8788e;Голубой;;;siz_8e6221b6a2;45х45 см;5490;;45 см;45 см;;;;;;;;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/69e5d18433139_big.jpg;;
KD-PD-8695__v001;KD-PD-8695;KD-PD-8695;1;clr_6e3a178629;Прозрачный;;;siz_0a6e5e1575;Единый размер;6900;;;;;;;mat_6388fc762d;хрусталь;100% хрусталь;;col_982eed716f;Росы;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6a47b3e9acf68_big.jpg;;
KD-PD-10375__v001;KD-PD-10375;KD-PD-10375;1;clr_a39ee8788e;Голубой;;;siz_a6e47b185f;Евро (200х220 см);32900;;200 см;220 см;;;;mat_8134a26777;сатин;100% сатин;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-10375-02.png;;
KD-PD-10375__v002;KD-PD-10375;KD-PD-10375;2;clr_a39ee8788e;Голубой;;;siz_1a86ade16c;Кинг-сайз (220х240 см);43900;;220 см;240 см;;;;mat_8134a26777;сатин;100% сатин;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-10375-02.png;;
KD-PD-10260__v001;KD-PD-10260;KD-PD-10260;1;clr_f62d05dd1d;Белый / Голубой;;;siz_fe3347d2ff;450 мл;4599;;;;450 мл;;;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/68f65790028a8_big.jpg;;
KD-PD-10597__v001;KD-PD-10597;KD-PD-10597;1;clr_2818a16c64;Белый;;;siz_41e3a4f172;40х40 см;3599;;40 см;40 см;;;;mat_d572e9eb8f;бархат;;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/69e5d81fb0f8c_big.jpg;;
KD-PD-10597__v002;KD-PD-10597;KD-PD-10597;2;clr_a39ee8788e;Голубой;;;siz_95bd66e2b4;40х60 см;4599;;40 см;60 см;;;;mat_d572e9eb8f;бархат;;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_a0b0e47bba;Пледы и подушки;sub_1fd037451b;Декоративные подушки;/assets/images/69f1d18162bd5_big.jpg;;
KD-PD-10981__v001;KD-PD-10981;KD-PD-10981;1;clr_2818a16c64;Белый;aro_75af4d2eb2;Древесный табак;siz_85f7895a2a;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6978c59a6fa8e_big.jpg;;
KD-PD-10981__v002;KD-PD-10981;KD-PD-10981;2;clr_2818a16c64;Белый;aro_55bdac670d;Уд;siz_85f7895a2a;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6978c59a6fa8e_big.jpg;;
KD-PD-10981__v003;KD-PD-10981;KD-PD-10981;3;clr_df6d4fc5b2;Коричневый;aro_75af4d2eb2;Древесный табак;siz_85f7895a2a;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6a5f809fd6922_big.jpg;;
KD-PD-10981__v004;KD-PD-10981;KD-PD-10981;4;clr_df6d4fc5b2;Коричневый;aro_55bdac670d;Уд;siz_85f7895a2a;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6a5f809fd6922_big.jpg;;
KD-PD-10259__v001;KD-PD-10259;KD-PD-10259;1;clr_f62d05dd1d;Белый / Голубой;;;siz_2276053655;18 см;4599;;;;;18 см;;mat_2ca5cf94f3;фарфор;100% фарфор;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a85b7f0e879a_big.jpg;;
KD-PD-10258__v001;KD-PD-10258;KD-PD-10258;1;clr_f62d05dd1d;Белый / Голубой;;;siz_38d9e86809;250 мл;5599;;;;250 мл;16 см;Кружка 1 шт\nБлюдце 1 шт;mat_78141744da;костяной фарфор;100% костяной фарфор;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_c26358d6ce;Посуда и сервировка;sub_a84f50e982;Кружки, чайные и кофейные пары;/assets/images/69007dfeb92de_big.jpg;;
KD-PD-10244__v001;KD-PD-10244;KD-PD-10244;1;clr_df6d4fc5b2;Коричневый;;;siz_83986fbbc4;23 см;2392;2990;;;;23 см;;mat_83c3ac303b;керамика;100% керамика;;col_e15812afc0;Юрма;;;cat_c26358d6ce;Посуда и сервировка;sub_e4b3613237;Блюда и подача;/assets/images/6a85ae136bac7_big.jpg;;
KD-PD-10239__v001;KD-PD-10239;KD-PD-10239;1;clr_df6d4fc5b2;Коричневый;;;siz_bbbb069211;22 см;1912;2390;;;;22 см;;mat_83c3ac303b;керамика;100% керамика;;col_e15812afc0;Юрма;;;cat_c26358d6ce;Посуда и сервировка;sub_1f31f8093b;Тарелки;/assets/images/6a85ba9c0ea69_big.jpg;;
KD-PD-1__v001;KD-PD-1;KD-PD-1;1;clr_2818a16c64;Белый;aro_fb0224d609;Ваниль;siz_85f7895a2a;11 см;6599;;;11 см;;;;mat_e08aad5924;Стекло;Воск;;;;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6a58eb4c98af8_big.jpg;;
KD-PD-1__v002;KD-PD-1;KD-PD-1;2;clr_2818a16c64;Белый;aro_068a1ade53;Кокос;siz_85f7895a2a;11 см;6599;;;11 см;;;;mat_e08aad5924;Стекло;Воск;;;;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6a58eb4c98af8_big.jpg;;
KD-PD-1__v003;KD-PD-1;KD-PD-1;3;clr_2818a16c64;Белый;aro_22aa82e2f4;Без аромата;siz_85f7895a2a;11 см;6599;;;11 см;;;;mat_e08aad5924;Стекло;Воск;;;;;;cat_06e60bd4fa;Декор для дома;sub_e84fb641e5;Свечи и диффузоры;/assets/images/6a58eb4c98af8_big.jpg;;
KD-PD-1022__v001;KD-PD-1022;KD-PD-1022;1;clr_2818a16c64;Белый;;;siz_a80a4ee892;Полуторный (140×220 см);9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-WHITE01.png;;
KD-PD-1022__v002;KD-PD-1022;KD-PD-1022;2;clr_2818a16c64;Белый;;;siz_a5e1b709cf;Евро (200×220 см);14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-WHITE01.png;;
KD-PD-1022__v003;KD-PD-1022;KD-PD-1022;3;clr_2818a16c64;Белый;;;siz_51a16970c7;Кинг сайз (220×240 см);20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-WHITE01.png;;
KD-PD-1022__v004;KD-PD-1022;KD-PD-1022;4;clr_9aae9f80f3;Небесный;;;siz_a80a4ee892;Полуторный (140×220 см);9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-BLUE01.png;;
KD-PD-1022__v005;KD-PD-1022;KD-PD-1022;5;clr_9aae9f80f3;Небесный;;;siz_a5e1b709cf;Евро (200×220 см);14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-BLUE01.png;;
KD-PD-1022__v006;KD-PD-1022;KD-PD-1022;6;clr_9aae9f80f3;Небесный;;;siz_51a16970c7;Кинг сайз (220×240 см);20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-BLUE01.png;;
KD-PD-1022__v007;KD-PD-1022;KD-PD-1022;7;clr_7e1922e6be;Ночной синий;;;siz_a80a4ee892;Полуторный (140×220 см);9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-DARK01.png;;
KD-PD-1022__v008;KD-PD-1022;KD-PD-1022;8;clr_7e1922e6be;Ночной синий;;;siz_a5e1b709cf;Евро (200×220 см);14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-DARK01.png;;
KD-PD-1022__v009;KD-PD-1022;KD-PD-1022;9;clr_7e1922e6be;Ночной синий;;;siz_51a16970c7;Кинг сайз (220×240 см);20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_ddc8d3685a;Постельное белье;/assets/images/KD-PD-1022-DARK01.png;;
