Id,Артикул,Название товара,Цвет,Размер,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в скролле,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Аромат,Offer ID,URL товара,Тип товара,Источник
1,KD-PD-11291,Анатомическая подушка Бьюти,серый,60х40х14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d888af09_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a3ea3b2791_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f256c606d_big.png,60 см,40 см,null,null,null,memoryfoam,null,null,null,null,1582,https://kultura-doma.ru/product/komplekt-ortopedicheskaya-podushka-b-yuti,decorative_pillow,master_catalog
2,KD-PD-11292,Анатомическая подушка Бьюти,бежевый,60х40х14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d8696168_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a3ed6a6acb_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f056bb7b4_big.png,60 см,40 см,null,null,null,memoryfoam,null,null,null,null,1583,https://kultura-doma.ru/product/komplekt-ortopedicheskaya-podushka-b-yuti-1583,decorative_pillow,master_catalog
3,KD-PD-11293,Анатомическая подушка Классик,серый,60х40х14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d8432f80_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a3f21eac6d_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f0cd83944_big.png,60 см,40 см,null,null,null,memoryfoam,null,null,null,null,1584,https://kultura-doma.ru/product/komplekt-ortopedicheskaya-podushka-klassik,decorative_pillow,master_catalog
4,KD-PD-11294,Анатомическая подушка Классик,бежевый,60х40х14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d8207293_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a3f5f39123_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f141031f7_big.png,60 см,40 см,null,null,null,memoryfoam,null,null,null,null,1585,https://kultura-doma.ru/product/komplekt-ortopedicheskaya-podushka-klassik-1585,decorative_pillow,master_catalog
5,KD-PD-11295,Анатомическая подушка Мульти,серый,60х40х14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d7f5086b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a3c4c0be41_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d7dba498_big.jpg,60 см,40 см,null,null,null,memoryfoam,null,null,null,null,1586,https://kultura-doma.ru/product/komplekt-ortopedicheskaya-podushka-mul-ti,decorative_pillow,master_catalog
6,KD-PD-11296,Анатомическая подушка Мульти,бежевый,60х40х14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a354d7c378cf_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a3c1d8b68f_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f1f027e37_big.png,60 см,40 см,null,null,null,memoryfoam,null,null,null,null,1587,https://kultura-doma.ru/product/komplekt-ortopedicheskaya-podushka-mul-ti-1587,decorative_pillow,master_catalog
7,KD-PD-10913,Блюдо Весенний сад,белый,32 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a06d77592c8a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6ea61982e1_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1605,https://kultura-doma.ru/product/blyudo-krugloe-vesenniy-sad,serving_dish,master_catalog
8,KD-PD-7696,Блюдо Летний сад,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77e06b3ce_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77dbe558c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77e219f59_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,199,https://kultura-doma.ru/product/blyudo-letniy-sad,serving_dish,master_catalog
9,KD-PD-9868,Блюдо овальное Ботаника,белый,36х25 см,https://kultura-doma.ru/public/src/images/gallery/catalog/687df3c71c3c1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77c0173c2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77bf57834_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1117,https://kultura-doma.ru/product/blyudo-botanika,serving_dish,master_catalog
10,KD-PD-10911,Блюдо овальное Весенний сад,белый,24х16 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77d20866e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6eb2e0a6f8_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1603,https://kultura-doma.ru/product/blyudo-oval-noe-vesenniy-sad,serving_dish,master_catalog
11,KD-PD-10912,Блюдо овальное Весенний сад,белый,36х25 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77d34d3b2_big.jpg,null,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1604,https://kultura-doma.ru/product/blyudo-oval-noe-vesenniy-sad-1604,serving_dish,master_catalog
12,KD-PD-9726,Блюдо овальное Русское поле,белый,36х25 см,https://kultura-doma.ru/public/src/images/gallery/catalog/687e453c2fb85_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77c4382b5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/68cd427bb58a4_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,202,https://kultura-doma.ru/product/blyudo-russkoe-pole,serving_dish,master_catalog
13,KD-PD-7835,Блюдце Облачные фантазии,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/687e55de76102_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a73ae22e89_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a73ad7e10c_big.jpg,null,null,null,null,null,бисквитный фарфор,null,null,null,null,325,https://kultura-doma.ru/product/blyudce-oblachnye-fantazii,other,master_catalog
14,KD-PD-11107,Брошь Гнедой конь,коричневый,4х4 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47bf63f3ebe_big.jpg,null,null,4 см,4 см,null,null,null,"латунь, эмаль",null,null,null,null,1610,https://kultura-doma.ru/product/brosh-gnedoy-kon,other,master_catalog
15,KD-PD-11110,Брошь Ель,зеленый,4х4 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47c57891ed2_big.jpg,null,null,4 см,4 см,null,null,null,"латунь, эмаль",null,null,null,null,1613,https://kultura-doma.ru/product/brosh-el,other,master_catalog
16,KD-PD-11105,Брошь Зебра,коричневый,4х4 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6cbbe9f7ee_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47be892a6ee_big.jpg,null,4 см,4 см,null,null,null,"латунь, эмаль",null,null,null,null,1608,https://kultura-doma.ru/product/brosh-zebra,other,master_catalog
17,KD-PD-11108,Брошь Золотая лошадь,золотой,4х4 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47bfba18745_big.jpg,null,null,4 см,4 см,null,null,null,"латунь, эмаль",null,null,null,null,1611,https://kultura-doma.ru/product/brosh-zolotaya-loshad,other,master_catalog
18,KD-PD-11106,Брошь Лошадь под седлом,коричневый,4х4 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47bf151cd8c_big.jpg,null,null,4 см,4 см,null,null,null,"латунь, эмаль",null,null,null,null,1609,https://kultura-doma.ru/product/brosh-loshad-pod-sedlom,other,master_catalog
19,KD-PD-10659,Ваза 3D Орхидея вишневая 20 см,красный,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e587a030c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fdcb4792e4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a79c1e2a_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1384,https://kultura-doma.ru/product/vaza-orhideya-1384,vase,master_catalog
20,KD-PD-10658,Ваза 3D Орхидея вишневая 20 см: 28 см,красный,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e587a030c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fdcb4792e4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a79c1e2a_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1384-1534,https://kultura-doma.ru/product/vaza-orhideya-1384-size-28-sm,vase,master_catalog
21,KD-PD-10657,Ваза 3D Орхидея вишневая 20 см: 35 см,красный,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e587a030c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fdcb4792e4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a79c1e2a_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1384-1535,https://kultura-doma.ru/product/vaza-orhideya-1384-size-35-sm,vase,master_catalog
22,KD-PD-10661,Ваза 3D Орхидея красная 28 см,бордовый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a977984e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/696f393d6bbc4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e5eb283e9_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1383,https://kultura-doma.ru/product/vaza-orhideya-1383,vase,master_catalog
23,KD-PD-10661,Ваза 3D Орхидея красная 28 см: 28 см,бордовый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a977984e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/696f393d6bbc4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e5eb283e9_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1383-1531,https://kultura-doma.ru/product/vaza-orhideya-1383-size-28-sm,vase,master_catalog
24,KD-PD-10660,Ваза 3D Орхидея красная 28 см: 35 см,бордовый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a977984e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/696f393d6bbc4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e5eb283e9_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1383-1532,https://kultura-doma.ru/product/vaza-orhideya-1383-size-35-sm,vase,master_catalog
25,KD-PD-10665,Ваза 3D Орхидея розовая 20 см,розовый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e5c3e22ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fdbaa523b7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7da9361_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1382,https://kultura-doma.ru/product/vaza-orhideya-1382,vase,master_catalog
26,KD-PD-10664,Ваза 3D Орхидея розовая 20 см: 28 см,розовый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e5c3e22ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fdbaa523b7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7da9361_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1382-1529,https://kultura-doma.ru/product/vaza-orhideya-1382-size-28-sm,vase,master_catalog
27,KD-PD-10663,Ваза 3D Орхидея розовая 20 см: 35 см,розовый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e5c3e22ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fdbaa523b7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7da9361_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,1382-1530,https://kultura-doma.ru/product/vaza-orhideya-1382-size-35-sm,vase,master_catalog
28,KD-PD-10288,Ваза Айсберг,белый,15 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3b35c53_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbb94f20dc_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbba698a58_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1256,https://kultura-doma.ru/product/vaza-aysberg,vase,master_catalog
29,KD-PD-10290,Ваза Айсберг: 22 см,белый,22 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3b35c53_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbb94f20dc_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbba698a58_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1256-1418,https://kultura-doma.ru/product/vaza-aysberg-size-2022-sm,vase,master_catalog
30,KD-PD-10289,Ваза Айсберг: 32 см,белый,32 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3b35c53_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbb94f20dc_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbba698a58_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1256-1417,https://kultura-doma.ru/product/vaza-aysberg-size-3032-sm,vase,master_catalog
31,KD-PD-10288,Ваза Айсберг: 42 см,белый,42 см,https://kssafonova.github.io/kd/images/imported-products/6a0d5b3b35c53_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbb94f20dc_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ecbba698a58_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1256-1416,https://kultura-doma.ru/product/vaza-aysberg-size-4042-sm,vase,master_catalog
32,KD-PD-11185,Ваза Амфора,коричневый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47a2630bc1b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6cb71acf70_big.jpg,null,null,null,null,null,null,дуб,null,null,null,null,1621,https://kultura-doma.ru/product/vaza-amfora,vase,master_catalog
33,KD-PD-7576,Ваза Балерина,белый,29 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b0d4c10b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b0d91195_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b0dd4b3f_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,457,https://kultura-doma.ru/product/vaza-balerina-457,vase,master_catalog
34,KD-PD-7577,Ваза Балерина,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a61bdcc8f974_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a61bdcc01b82_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a61bdccd4f42_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,126,https://kultura-doma.ru/product/vaza-balerina,vase,master_catalog
35,KD-PD-7590,Ваза Балерина,белый,14 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5afc87095_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5afc30a1b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5afcd98aa_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,135,https://kultura-doma.ru/product/vaza-balerina-135,vase,master_catalog
36,KD-PD-9553,Ваза Бархан,бежевый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6ed15ca_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6f175ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6f57ba6_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,698,https://kultura-doma.ru/product/vaza-barhan,vase,master_catalog
37,KD-PD-9685,Ваза Бархан,серый,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a70d7fca_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7124838_big.jpg,null,null,null,null,null,null,керамика,100% керамика,null,null,null,699,https://kultura-doma.ru/product/vaza-barhan-699,vase,master_catalog
38,KD-PD-9688,Ваза Бархан,синий,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a74cba24_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7685675_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a755e54b_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,700,https://kultura-doma.ru/product/vaza-barhan-700,vase,master_catalog
39,KD-PD-9556,Ваза Бархан: 28 см,бежевый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6ed15ca_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6f175ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6f57ba6_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,698-746,https://kultura-doma.ru/product/vaza-barhan-size-28-sm,vase,master_catalog
40,KD-PD-9686,Ваза Бархан: 28 см,серый,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a70d7fca_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7124838_big.jpg,null,null,null,null,null,null,керамика,100% керамика,null,null,null,699-749,https://kultura-doma.ru/product/vaza-barhan-699-size-28-sm,vase,master_catalog
41,KD-PD-9689,Ваза Бархан: 28 см,синий,28 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a74cba24_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7685675_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a755e54b_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,700-752,https://kultura-doma.ru/product/vaza-barhan-700-size-28-sm,vase,master_catalog
42,KD-PD-9559,Ваза Бархан: 35 см,бежевый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6ed15ca_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6f175ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6f57ba6_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,698-747,https://kultura-doma.ru/product/vaza-barhan-size-35-sm,vase,master_catalog
43,KD-PD-9687,Ваза Бархан: 35 см,серый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a70d7fca_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7124838_big.jpg,null,null,null,null,null,null,керамика,100% керамика,null,null,null,699-750,https://kultura-doma.ru/product/vaza-barhan-699-size-35-sm,vase,master_catalog
44,KD-PD-9690,Ваза Бархан: 35 см,синий,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a74cba24_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a7685675_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a755e54b_big.jpg,null,null,null,null,null,керамика,100% керамика,null,null,null,700-753,https://kultura-doma.ru/product/vaza-barhan-700-size-35-sm,vase,master_catalog
45,KD-PD-10625,Ваза большая Волна,коричневый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1bda6b129_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2c7a52796_big.jpg,null,null,null,null,null,null,дуб,null,null,null,null,1315,https://kultura-doma.ru/product/vaza-volna-1315,vase,master_catalog
46,KD-PD-10675,Ваза Букет,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d59f9b6d62_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d59f9f164c_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1435,https://kultura-doma.ru/product/vaza-buket,vase,master_catalog
47,KD-PD-9884,Ваза Гладиолус малая,красный,20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b18434c8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b1934bfc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b1bee500_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1185,https://kultura-doma.ru/product/vaza-gladiolus,vase,master_catalog
48,KD-PD-9883,Ваза Гладиолус малая: 40 см,красный,40 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b18434c8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b1934bfc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5b1bee500_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1185-1661,https://kultura-doma.ru/product/vaza-gladiolus-size-40-sm,vase,master_catalog
49,KD-PD-7877,Ваза десертная Купель,серебряный,"16,5х16,5х17 см",https://kultura-doma.ru/public/src/images/gallery/catalog/69f0745e167df_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f0745dc6bea_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f0745e52614_big.jpg,null,null,null,null,null,латунь,null,null,null,null,268,https://kultura-doma.ru/product/vaza-kupel,vase,master_catalog
50,KD-PD-11280,Ваза Диагональ,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6c5a113d22_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6cdd0df636_big.jpg,null,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1615,https://kultura-doma.ru/product/vaza-diagonal,vase,master_catalog
51,KD-PD-11127,Ваза для конфет Оптика,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ad736f1d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/696f66cbe6458_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ad7e335d_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1430,https://kultura-doma.ru/product/vaza-dlya-konfet-optika,vase,master_catalog
52,KD-PD-11648,Ваза для конфет Оптика,красный,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47aa090bff1_big.jpg,null,null,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1783,https://kultura-doma.ru/product/vaza-dlya-konfet-optika-1783,vase,master_catalog
53,KD-PD-9604,Ваза для фруктов Купель,серебряный,"20,5х20,5х21 см",https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1bd5623bc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1bd474944_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1bd5c018b_big.jpg,null,null,null,null,null,латунь,null,null,null,null,1213,https://kultura-doma.ru/product/vaza-dlya-fruktov-kupel,vase,master_catalog
54,KD-PD-10626,Ваза для фруктов Плодородие,коричневый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1bd8f415c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca6d860827e_big.jpg,null,null,null,null,null,null,дуб,null,null,null,null,1314,https://kultura-doma.ru/product/vaza-dlya-fruktov-plodorodie,vase,master_catalog
55,KD-PD-11186,Ваза Капля,коричневый,75 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47a29c440b2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6cb7c40180_big.jpg,null,null,null,null,null,null,дуб,null,null,null,null,1622,https://kultura-doma.ru/product/vaza-kaplya,vase,master_catalog
56,KD-PD-9886,Ваза Колодец,красный,"25,5 см",https://kultura-doma.ru/public/src/images/gallery/catalog/6a58edc241505_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a58edc309ada_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,1184,https://kultura-doma.ru/product/vaza-kolodec-1184,vase,master_catalog
57,KD-PD-10124,Ваза Корона,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/68dbc723a15f1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca1c6f57f60_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5aeade5b4_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1254,https://kultura-doma.ru/product/vaza-korona-1254,vase,master_catalog
58,KD-PD-10146,Ваза Корона,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5adcdbbdd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca19c360490_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5adc93c83_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1209,https://kultura-doma.ru/product/vaza-korona,vase,master_catalog
59,KD-PD-10147,Ваза Корона,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ae294a79_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca1aa1776fa_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ae24ab6b_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,null,null,1255,https://kultura-doma.ru/product/vaza-korona-1255,vase,master_catalog
60,KD-PD-11187,Ваза Кувшин,коричневый,65 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47a9e920cc2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6cb82833bf_big.jpg,null,null,null,null,null,null,дуб,null,null,null,null,1623,https://kultura-doma.ru/product/vaza-kuvshin,vase,master_catalog
61,KD-PD-9350,Ваза Купель латунь с покрытием никель 23 см,серебряный,10х10х23 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a56253df3a2d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a56253dafdbf_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a56253e38121_big.jpg,null,null,null,null,null,"латунь, стекло",null,null,null,null,503,https://kultura-doma.ru/product/vaza-kupel-503,vase,master_catalog
62,KD-PD-9130,Ваза Купель латунь с покрытием никель 30 см,серебряный,18х18х30 см,https://kultura-doma.ru/public/src/images/gallery/catalog/690616a69a0a6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/690616a6d6890_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/690616a5a620c_big.jpg,null,null,null,null,null,латунь,null,null,null,null,1211,https://kultura-doma.ru/product/vaza-kupel-1211,vase,master_catalog
63,KD-PD-8471,Ваза Ландыши,белый,24 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a46a44f4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a46e26e6_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,474,https://kultura-doma.ru/product/vaza-landyshi-474,vase,master_catalog
64,KD-PD-8479,Ваза Ландыши,белый,30 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a61ce1cf_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6218344_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a6182c42_big.jpg,null,null,null,null,null,фарфор,100% фарфор,null,null,null,481,https://kultura-doma.ru/product/vaza-landyshi-481,vase,master_catalog
65,KD-PD-8481,Ваза Ландыши,белый,29 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5f4ec2e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5a5f8c346_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,483,https://kultura-doma.ru/product/vaza-landyshi-483,vase,master_catalog
