Id,Артикул,Название товара,Цвет,Размер,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в скролле,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Аромат,Offer ID,URL товара,Тип товара,Источник
1190,KD-PD-11086,Гетры Оренбургский узор,айвори,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e31d12e681_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e31d1aedf2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e31d169f16_big.jpg,null,null,null,null,null,"40% пух, 40% па, 30% пан","40% пух, 40% па, 30% пан",null,Оренбургские узоры,null,1569,https://kultura-doma.ru/product/getry-yagodnoe-kruzhevo,other,master_catalog
1191,KD-PD-11087,Гетры Оренбургский узор,черный,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e333f42766_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e333eea96f_big.jpg,null,null,null,null,null,null,"40% пух, 40% па, 30% пан","40% пух, 40% па, 30% пан",null,Оренбургские узоры,null,1570,https://kultura-doma.ru/product/getry-yagodnoe-kruzhevo-1570,other,master_catalog
1192,KD-PD-11084,Носки Оренбургский узор,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e3379d16ef_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e3379812de_big.jpg,null,null,null,null,null,null,"40% пух, 40% па, 30% пан","40% пух, 40% па, 30% пан",null,Оренбургские узоры,null,1571,https://kultura-doma.ru/product/noski-nezhnost-kruzheva,other,master_catalog
1193,KD-PD-11085,Носки Оренбургский узор,черный,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e33b8d5fe3_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5e33b881ee6_big.jpg,null,null,null,null,null,null,"40% пух, 40% па, 30% пан","40% пух, 40% па, 30% пан",null,Оренбургские узоры,null,1572,https://kultura-doma.ru/product/noski-nezhnost-kruzheva-1572,other,master_catalog
1194,KD-PD-10841,Плед Пушица,бежевый,150х200 см,https://kultura-doma.ru/public/src/images/gallery/catalog/690caa6e3be4a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0fb2e06f8b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f5f6906e2_big.jpg,null,null,null,null,null,null,null,null,Оренбургские узоры,null,1290,https://kultura-doma.ru/product/pled-pushica-1290,throw,master_catalog
1195,KD-PD-10842,Плед Пушица,голубой,150х200 см,https://kultura-doma.ru/public/src/images/gallery/catalog/690ca7e8a1da2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2da8124c1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f5f86c928_big.jpg,null,null,null,null,null,null,null,null,Оренбургские узоры,null,1291,https://kultura-doma.ru/product/pled-pushica-1291,throw,master_catalog
1196,KD-PD-10844,Плед Пушица,розовый,150х200 см,https://kultura-doma.ru/public/src/images/gallery/catalog/690c4a39b0066_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0faf756f78_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f5f14a97d_big.jpg,null,null,null,null,null,null,null,null,Оренбургские узоры,null,1292,https://kultura-doma.ru/product/pled-pushica-1292,throw,master_catalog
1197,KD-PD-8124,Плед Пушица,экрю,150х200 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0fef714064_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2e78edf93_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a33f5f4de1c8_big.jpg,null,null,null,null,null,null,null,null,Оренбургские узоры,null,448,https://kultura-doma.ru/product/pled-pushica,throw,master_catalog
1198,KD-PD-10786,Подушка декоративная Пушица,экрю,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f32cbe9c39_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2ec29cf5f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f32cb8eec4_big.jpg,45 см,45 см,null,null,null,null,null,null,Оренбургские узоры,null,1293,https://kultura-doma.ru/product/podushka-dekorativnaya-pushica,decorative_pillow,master_catalog
1199,KD-PD-10787,Подушка декоративная Пушица,голубой,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f322580c1f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2effe84ad_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f322538408_big.jpg,45 см,45 см,null,null,null,null,null,null,Оренбургские узоры,null,1295,https://kultura-doma.ru/product/podushka-dekorativnaya-pushica-1295,decorative_pillow,master_catalog
1200,KD-PD-10788,Подушка декоративная Пушица,бежевый,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a06bfda73687_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b30c11c860_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f327e12e2a_big.jpg,45 см,45 см,null,null,null,null,null,null,Оренбургские узоры,null,1296,https://kultura-doma.ru/product/podushka-dekorativnaya-pushica-1296,decorative_pillow,master_catalog
1201,KD-PD-10789,Подушка декоративная Пушица,розовый,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f329c43e35_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/691b2ed8ad532_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f329bdfebe_big.jpg,45 см,45 см,null,null,null,null,null,null,Оренбургские узоры,null,1294,https://kultura-doma.ru/product/podushka-dekorativnaya-pushica-1294,decorative_pillow,master_catalog
1202,KD-PD-7947,Блюдо Петербург,белый,"36,5х25х2 см",https://kssafonova.github.io/kd/images/imported-products/687e4847be118_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a77d0d7e33_big.jpg,null,null,null,null,null,null,костяной фарфор,100% костяной фарфор,null,Петербург,null,16,https://kultura-doma.ru/product/blyudo-peterburg,serving_dish,master_catalog
1203,KD-PD-8312,Дорожка Петербург,белый,165х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69f218cb89b24_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ef707de05e1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f218cc7016f_big.jpg,165 см,45 см,null,null,null,сатин,100% сатин,null,Петербург,null,529,https://kultura-doma.ru/product/dorozhka-peterburg,table_runner,master_catalog
1204,KD-PD-7941,Кружка Петербург,белый,null,https://kssafonova.github.io/kd/images/imported-products/68ee0faf95812_big.png,https://kssafonova.github.io/kd/images/imported-products/6a394b4a57a59_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394b4fb19ed_big.jpg,null,null,450 мл,null,null,костяной фарфор,100% костяной фарфор,null,Петербург,null,240,https://kultura-doma.ru/product/kruzhka-peterburg,mug,master_catalog
1205,KD-PD-7942,Салатник Петербург,белый,null,https://kssafonova.github.io/kd/images/imported-products/6a3a860480fbd_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a860210338_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a8604bf092_big.jpg,null,null,null,null,Салатник 1 шт,костяной фарфор,100% костяной фарфор,null,Петербург,null,296,https://kultura-doma.ru/product/salatnik-peterburg,salad_bowl,master_catalog
1206,KD-PD-7943,Салатник Петербург,белый,"20х20х6,9 см",https://kssafonova.github.io/kd/images/imported-products/6a3a862a73d29_big.jpg,https://kssafonova.github.io/kd/images/imported-products/696f991311735_big.png,https://kssafonova.github.io/kd/images/imported-products/6a3a862ac250b_big.jpg,null,null,null,null,Салатник 1 шт,костяной фарфор,100% костяной фарфор,null,Петербург,null,297,https://kultura-doma.ru/product/salatnik-peterburg-297,salad_bowl,master_catalog
1207,KD-PD-7242,Салфетки Петербург,белый,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69f2194fe62aa_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68f09ca5731f1_big.jpg,null,45 см,45 см,null,null,null,сатин,100% сатин,null,Петербург,null,572,https://kultura-doma.ru/product/dorozhka-peterburg-572,napkin,master_catalog
1208,KD-PD-7938,Сахарница Петербург,белый,null,https://kssafonova.github.io/kd/images/imported-products/6a394b88d86f5_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394b886643a_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394b89200e7_big.jpg,null,null,400 мл,null,Сахарница 1 шт,костяной фарфор,100% костяной фарфор,null,Петербург,null,303,https://kultura-doma.ru/product/saharnica-peterburg,sugar_bowl,master_catalog
1209,KD-PD-8256,Скатерть Петербург,белый,180х350 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3014d061811_big.jpg,https://kssafonova.github.io/kd/images/imported-products/69f21bfa598aa_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3014d14b4d9_big.jpg,180 см,350 см,null,null,null,сатин,100% сатин,null,Петербург,null,1752,https://kultura-doma.ru/product/skatert-peterburg-1752,tablecloth,master_catalog
1210,KD-PD-9446,Скатерть Петербург,белый,180х250 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5757932b2a8_big.jpg,https://kssafonova.github.io/kd/images/imported-products/68ef6b3203862_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a575793c96d8_big.jpg,180 см,250 см,null,null,null,сатин,100% сатин,null,Петербург,null,599,https://kultura-doma.ru/product/skatert-peterburg,tablecloth,master_catalog
1211,KD-PD-7939,Сливочник Петербург,белый,13х8х10 см,https://kssafonova.github.io/kd/images/imported-products/6a632cffe8804_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a632cff1c511_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a632d0037bdb_big.jpg,null,null,300 мл,null,Молочник 1 шт,костяной фарфор,100% костяной фарфор,null,Петербург,null,269,https://kultura-doma.ru/product/slivochnik-peterburg,milk_jug,master_catalog
1212,KD-PD-7944,Тарелка Петербург,белый,20х20х1 см,https://kssafonova.github.io/kd/images/imported-products/6a06d7497fe35_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a73674e96f_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a736b78a29_big.jpg,20 см,20 см,null,null,null,костяной фарфор,100% костяной фарфор,null,Петербург,null,326,https://kultura-doma.ru/product/tarelka-peterburg,other,master_catalog
1213,KD-PD-7945,Тарелка Петербург,белый,23х23х1 см,https://kssafonova.github.io/kd/images/imported-products/6a3a7375cad18_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a737368c41_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a737639cdd_big.jpg,23 см,23 см,null,null,null,костяной фарфор,100% костяной фарфор,null,Петербург,null,1156,https://kultura-doma.ru/product/tarelka-peterburg-1156,other,master_catalog
1214,KD-PD-7946,Тарелка Петербург,белый,27х27х2 см,https://kssafonova.github.io/kd/images/imported-products/6a3a735d86be1_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a735baf71c_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a3a735dcb381_big.jpg,27 см,27 см,null,null,null,костяной фарфор,100% костяной фарфор,null,Петербург,null,1891,https://kultura-doma.ru/product/tarelka-peterburg-1891,other,master_catalog
1215,KD-PD-7940,Чайная пара Петербург,белый,null,https://kssafonova.github.io/kd/images/imported-products/6a394ba34f611_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394ba3081b0_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394ba3a1f76_big.jpg,null,null,260 мл,null,"Кружка 1 шт, блюдце 1 шт",костяной фарфор,100% костяной фарфор,null,Петербург,null,340,https://kultura-doma.ru/product/chaynaya-para-peterburg,tea_pair,master_catalog
1216,KD-PD-7937,Чайник Петербург,белый,null,https://kssafonova.github.io/kd/images/imported-products/6a394f8eb12f9_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394f8a58a79_big.jpg,https://kssafonova.github.io/kd/images/imported-products/6a394f8f0440d_big.jpg,null,null,1100 мл,null,Чайник 1 шт,костяной фарфор,100% костяной фарфор,null,Петербург,null,337,https://kultura-doma.ru/product/chaynik-peterburg,teapot,master_catalog
1217,KD-PD-8304,Ваза для фруктов Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b79adbcb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7967521_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b792f0bf_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,262,https://kultura-doma.ru/product/vaza-dlya-fruktov-rosy,vase,master_catalog
1218,KD-PD-8309,Ваза Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5af0daeeb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5af0914dc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5af047e3b_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,737,https://kultura-doma.ru/product/vaza-rosy-737,vase,master_catalog
1219,KD-PD-8310,Ваза Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5aedec7d8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5aecaa874_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5aed724ba_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,736,https://kultura-doma.ru/product/vaza-rosy-736,vase,master_catalog
1220,KD-PD-8311,Ваза Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ae44dba0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ae4056c1_big.jpg,null,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,1210,https://kultura-doma.ru/product/vaza-rosy,vase,master_catalog
1221,KD-PD-8694,Ваза Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5aded8de0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ade5575c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0d5ade947ff_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,486,https://kultura-doma.ru/product/vaza-rosy-486,vase,master_catalog
1222,KD-PD-9756,Ваза Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/68c9324b17f49_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/68fa1e390239f_big.jpg,null,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,524,https://kultura-doma.ru/product/vaza-rosy-524,vase,master_catalog
1223,KD-PD-9757,Ваза Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/68c938b5b9d76_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/68fb3f762ed6c_big.jpg,null,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,525,https://kultura-doma.ru/product/vaza-rosy-525,vase,master_catalog
1224,KD-PD-8693,Графин для вина Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d191fdf48a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d191f1e2ac_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d192026aa2_big.jpg,null,null,600 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,237,https://kultura-doma.ru/product/grafin-dlya-vina-rosy,decanter,master_catalog
1225,KD-PD-8305,Графин Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b242547b3_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b241b31d8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b242a3578_big.jpg,null,null,1200 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,234,https://kultura-doma.ru/product/grafin-rosy,decanter,master_catalog
1226,KD-PD-8306,Графин Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b2910a733_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b2906b115_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b29152ac6_big.jpg,null,null,1000 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,235,https://kultura-doma.ru/product/grafin-rosy-235,decanter,master_catalog
1227,KD-PD-8302,Конфетница Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7486737_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca63caaf1f6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b74c4b2f_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,260,https://kultura-doma.ru/product/konfetnica-rosy,other,master_catalog
1228,KD-PD-8303,Конфетница Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b76bf1fd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca63b10d53e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b770d0ec_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,261,https://kultura-doma.ru/product/konfetnica-rosy-261,other,master_catalog
1229,KD-PD-8690,Конфетница Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7b72148_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7b2d8ea_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7bae880_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,264,https://kultura-doma.ru/product/konfetnica-rosy-264,other,master_catalog
1230,KD-PD-8691,Конфетница Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7d5921f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7e14962_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7d9384e_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,265,https://kultura-doma.ru/product/konfetnica-rosy-265,other,master_catalog
1231,KD-PD-8692,Конфетница Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7f9df73_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca622be309b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b7fdbda4_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,266,https://kultura-doma.ru/product/konfetnica-rosy-266,other,master_catalog
1232,KD-PD-8307,Кувшин  Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b2c578eb1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b2c5380fb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b2c5baf10_big.jpg,null,null,1200 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,236,https://kultura-doma.ru/product/kuvshin-rosy,decanter,master_catalog
1233,KD-PD-8308,Менажница-салатник Росы,белый,"11,5x3,3 см",https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a861488e76_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a86138e824_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a861442857_big.jpg,null,null,null,null,Салатник 1 шт,хрусталь,100% хрусталь,null,Росы,null,298,https://kultura-doma.ru/product/menazhnica-salatnik-rosy,salad_bowl,master_catalog
1234,KD-PD-8687,Набор бокалов для вина Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6878bae342991_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6878bb3d97e62_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6878bb6c921b3_big.jpg,null,null,200 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,731,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-rosy,wine_glass_set,master_catalog
1235,KD-PD-8297,Набор бокалов для коньяка Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d24d161f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d23dd28c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d24344e8_big.jpg,null,null,270 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,228,https://kultura-doma.ru/product/nabor-bokalov-dlya-kon-yaka-rosy,wine_glass_set,master_catalog
1236,KD-PD-8689,Набор бокалов для шампанского Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902e9758f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902d7e078_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902ddcd1f_big.jpg,null,null,195 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,219,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-rosy,wine_glass_set,master_catalog
1237,KD-PD-12978,"Набор бокалов для шампанского Росы, 2 шт",null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b65eaa8a91_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b69ff0469d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b69ff1bc10_big.jpg,null,null,195 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1914,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-rosy-1914,wine_glass_set,master_catalog
1238,KD-PD-12970,"Набор бокалов для шампанского Росы, 4 шт",null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b660aedb88_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b6a14e2507_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b6a1507c8c_big.jpg,null,null,195 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1915,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-rosy-1915,wine_glass_set,master_catalog
1239,KD-PD-8301,Набор стаканов  Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d179732191_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69b950241b3a6_big.jpg,null,null,null,350 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,734,https://kultura-doma.ru/product/nabor-stakanov-rosy,glassware_set,master_catalog
1240,KD-PD-8299,Набор стаканов для виски Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1785d79ac_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1784db463_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1785209e4_big.jpg,null,null,250 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,315,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-rosy,glassware_set,master_catalog
1241,KD-PD-8300,Набор стаканов для виски Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d179574feb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17935a8a4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1794e35b6_big.jpg,null,null,330 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,733,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-rosy-733,glassware_set,master_catalog
1242,KD-PD-12956,"Набор стаканов для виски Росы, 2 шт",null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b65af13f6c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b697c28905_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b697c4209b_big.jpg,null,null,250 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1912,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-rosy-1912,glassware_set,master_catalog
1243,KD-PD-12979,"Набор стаканов для виски Росы, 2 шт",null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b65062f4dd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b68bc6148d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b68bc7dd49_big.jpg,null,null,330 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1910,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-rosy-1910,glassware_set,master_catalog
1244,KD-PD-12957,"Набор стаканов для виски Росы, 4 шт",null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b65c787e71_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b695b628c7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b695b7cc16_big.jpg,null,null,250 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1913,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-rosy-1913,glassware_set,master_catalog
1245,KD-PD-12972,"Набор стаканов для виски Росы, 4 шт",null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b659481dd7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b68d00a545_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a6b68d0270ae_big.jpg,null,null,330 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1911,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-rosy-1911,glassware_set,master_catalog
1246,KD-PD-8298,Набор стопок Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d179169376_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17905a12a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1790d8dff_big.jpg,null,null,50 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,732,https://kultura-doma.ru/product/nabor-stopok-rosy,glassware_set,master_catalog
1247,KD-PD-8688,Набор фужеров Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6878b99e3d1be_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90356c79b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90360004a_big.jpg,null,null,300 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,218,https://kultura-doma.ru/product/nabor-fuzherov-rosy,wine_glass_set,master_catalog
1248,KD-PD-8752,Поднос Росы,null,33x21 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a0715976f32d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a071596ed610_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a07159735b57_big.jpg,33 см,21 см,null,null,null,хрусталь,100% хрусталь,null,Росы,null,1212,https://kultura-doma.ru/product/podnos-rosy,other,master_catalog
1249,KD-PD-8695,Подсвечник Росы,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47b3e9acf68_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47b3ea3eb76_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a47b3e96f03c_big.jpg,null,null,null,null,null,хрусталь,100% хрусталь,null,Росы,null,735,https://kultura-doma.ru/product/podsvechnik-rosy,candle,master_catalog
1250,KD-PD-12013,Стакан для виски Росы,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d179b8c65c_big.jpg,null,null,null,null,330 мл,null,null,хрусталь,100% хрусталь,null,Росы,null,1743,https://kultura-doma.ru/product/stakan-dlya-viski-rosy,glassware_set,master_catalog
