Id,Артикул,Название товара,Цвет,Аромат,Размер,Цена,Старая цена,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Капсула,Категория,Подкатегория,Товар входит в готовое решение,Опционально входит в готовое решение,Описание готового решения,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в стролле,Offer ID
666,KD-PD-7944,Тарелка Петербург,белый,,20 см,2895,5790,20 см,20 см,,20 см,,костяной фарфор,100% костяной фарфор,,Петербург,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a06d7497fe35_big.jpg,/images/imported-products/6a3a73674e96f_big.jpg,/images/imported-products/6a3a736b78a29_big.jpg,326
666,KD-PD-7944,Тарелка Петербург,белый,,23 см,3245,6490,20 см,20 см,,23 см,,костяной фарфор,100% костяной фарфор,,Петербург,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a06d7497fe35_big.jpg,/images/imported-products/6a3a73674e96f_big.jpg,/images/imported-products/6a3a736b78a29_big.jpg,1156
666,KD-PD-7944,Тарелка Петербург,белый,,27 см,3995,7990,20 см,20 см,,27 см,,костяной фарфор,100% костяной фарфор,,Петербург,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a06d7497fe35_big.jpg,/images/imported-products/6a3a73674e96f_big.jpg,/images/imported-products/6a3a736b78a29_big.jpg,1891
667,KD-PD-7940,Чайная пара Петербург,белый,,260 мл,4995,9990,,,260 мл,,Кружка 1 шт\nБлюдце 1 шт,костяной фарфор,100% костяной фарфор,,Петербург,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Зеленый салон,,,/images/imported-products/6a394ba34f611_big.jpg,/images/imported-products/6a394ba3081b0_big.jpg,/images/imported-products/6a394ba3a1f76_big.jpg,340
668,KD-PD-7937,Чайник Петербург,белый,,1100 мл,9950,19900,,,1100 мл,,,костяной фарфор,100% костяной фарфор,,Петербург,,Посуда и сервировка,"Чайники, молочники и сахарницы",Зеленый салон,,,/images/imported-products/6a394f8eb12f9_big.jpg,/images/imported-products/6a394f8a58a79_big.jpg,/images/imported-products/6a394f8f0440d_big.jpg,337
722,KD-PD-9713,Обложка для ежедневника Текстура,коричневый,,Единый размер,2600,6500,15 см,21 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Канцтовары,Теплый брутализм,,,/images/imported-products/6a43759554a63_big.jpg,/images/imported-products/6a437596a2438_big.jpg,/images/imported-products/6a4375948fca8_big.jpg,885
706,KD-PD-9718,Игра домино Текстура,бежевый,,Единый размер,6200,15500,"19,5 см","19,5 см",,,,натуральная кожа,,,Текстура,,Декор для дома,Игры,Теплый брутализм,,,/images/imported-products/6a4375aa6eaed_big.jpg,/images/imported-products/6a4375ab2355c_big.jpg,/images/imported-products/6a4375ac308d6_big.jpg,382
706,KD-PD-9718,Игра домино Текстура,черный,,Единый размер,6200,15500,"19,5 см","19,5 см",,,,натуральная кожа,,,Текстура,,Декор для дома,Игры,Теплый брутализм,,,/images/imported-products/6a4375af70c8c_big.jpg,/images/imported-products/6a4375af053ff_big.jpg,/images/imported-products/6a4375aea342c_big.jpg,383
708,KD-PD-8768,Игра крестики - нолики Текстура,Черный,,Единый размер,9000,22500,18 см,18 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Игры,Теплый брутализм,,,/images/imported-products/6a4374d62377f_big.jpg,/images/imported-products/6a4374d4b3831_big.jpg,/images/imported-products/6a4374d66f135_big.jpg,378
708,KD-PD-8768,Игра крестики - нолики Текстура,Бежевый,,Единый размер,9000,22500,18 см,18 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Игры,Теплый брутализм,,,/images/imported-products/6a4374d911192_big.jpg,/images/imported-products/6a4374d88ca9d_big.jpg,/images/imported-products/6a4374da090e0_big.jpg,379
710,KD-PD-8770,Игра шашки Текстура,черный,,Единый размер,13000,32500,43 см,43 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Игры,Теплый брутализм,,,/images/imported-products/6a4374dca3f1b_big.jpg,/images/imported-products/6a4374dc0d590_big.jpg,/images/imported-products/6a4374dc5977b_big.jpg,380
710,KD-PD-8770,Игра шашки Текстура,бежевый,,Единый размер,13000,32500,43 см,43 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Игры,Теплый брутализм,,,/images/imported-products/6a4374e02ae19_big.jpg,/images/imported-products/6a4374dfdefdc_big.jpg,/images/imported-products/6a4374e0c1c13_big.jpg,381
715,KD-PD-8765,Корзина Текстура,коричневый,,25 см,8840,22100,25 см,10 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Корзины,Теплый брутализм,,,/images/imported-products/689209814dad6_big.jpg,/images/imported-products/68b99b6eca2ab_big.jpg,/images/imported-products/68b99b76b5837_big.jpg,370
716,KD-PD-8765,Корзина Текстура,черный,,18 см,15960,39900,18 см,18 см,,,,натуральная кожа,,,Текстура,,Декор для дома,Корзины,Теплый брутализм,,,/images/imported-products/6a4374d0b98ff_big.jpg,/images/imported-products/6a4374cf781d5_big.jpg,/images/imported-products/6a4374d102510_big.jpg,371
723,KD-PD-8777,Плейсмат Текстура,черный,,30 см,3960,9900,,,,,,натуральная кожа,,,Текстура,,Столовый текстиль,Плейсматы,Теплый брутализм,,,/images/imported-products/6a4374f158e23_big.jpg,/images/imported-products/6a4374f0beb87_big.jpg,/images/imported-products/6a4374f1105ec_big.jpg,553
723,KD-PD-8777,Плейсмат Текстура,коричневый,,30 см,3960,9900,,,,,,натуральная кожа,,,Текстура,,Столовый текстиль,Плейсматы,Теплый брутализм,,,/images/imported-products/6a4374f54239a_big.jpg,/images/imported-products/6a4374f4002a5_big.jpg,/images/imported-products/6a4374f616f88_big.jpg,554
723,KD-PD-8777,Плейсмат Текстура,бежевый,,30 см,3960,9900,,,,,,натуральная кожа,,,Текстура,,Столовый текстиль,Плейсматы,Теплый брутализм,,,/images/imported-products/6a4374fa6a51e_big.jpg,/images/imported-products/6a4374f92306f_big.jpg,/images/imported-products/6a4374fb39b0a_big.jpg,555
726,KD-PD-9711,Поднос Текстура,черный,,Единый размер,11800,29500,,,,,,натуральная кожа,,,Текстура,,Посуда и сервировка,Блюда и подача,Теплый брутализм,,,/images/imported-products/6a58e99971c7c_big.jpg,,,566
727,KD-PD-8776,Подставка под бокал Текстура,коричневый,,9 см,596,1490,,9 см,,,,натуральная кожа,,,Текстура,,Посуда и сервировка,Блюда и подача,Теплый брутализм,,,/images/imported-products/6a4374ed2e7de_big.jpg,/images/imported-products/6a4374ec602a8_big.jpg,/images/imported-products/6a4374ece2ae6_big.jpg,277
728,KD-PD-8758,Салфетница Текстура,черный,,12х12 см,5040,12600,12 см,12 см,,,,натуральная кожа,,,Текстура,,Посуда и сервировка,Салфетницы,Теплый брутализм,,,/images/imported-products/6a4374b928bc8_big.jpg,/images/imported-products/6a4374b8dde46_big.jpg,/images/imported-products/6a4374b96af6c_big.jpg,272
728,KD-PD-8758,Салфетница Текстура,коричневый,,12х12 см,5040,12600,12 см,12 см,,,,натуральная кожа,,,Текстура,,Посуда и сервировка,Салфетницы,Теплый брутализм,,,/images/imported-products/6a4374bb5d537_big.jpg,/images/imported-products/6a4374bb235bf_big.jpg,/images/imported-products/6a4374bb9a097_big.jpg,273
592,KD-PD-8967,Дорожка Многоцвет,белый,,50х180 см,2495,4990,50 см,180 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/69f218cd67e4a_big.jpg,/images/imported-products/68b028406ce99_big.jpg,,530
592,KD-PD-8967,Дорожка Многоцвет,белый,,60х350 см,3495,6990,60 см,350 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/69f218cd67e4a_big.jpg,/images/imported-products/68b028406ce99_big.jpg,,531
592,KD-PD-8967,Дорожка Многоцвет,белый,,50х250 см,2495,4990,50 см,250 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/69f218cd67e4a_big.jpg,/images/imported-products/68b028406ce99_big.jpg,,530
593,KD-PD-8977,Конверт для столовых приборов Многоцветы,белый,,12х23 см,345,690,12 см,23 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/6a46789a02f21_big.jpg,/images/imported-products/68b5843370a11_big.jpg,,549
597,KD-PD-7227,Скатерть Многоцвет,белый,,180х180 см,4495,8990,180 см,180 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/6a0abbf14fafb_big.jpg,/images/imported-products/6a0abbf175562_big.jpg,/images/imported-products/6a0abbf162bb6_big.jpg,1751
597,KD-PD-7227,Скатерть Многоцвет,белый,,180х250 см,4495,8990,180 см,250 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/6a0abbf14fafb_big.jpg,/images/imported-products/6a0abbf175562_big.jpg,/images/imported-products/6a0abbf162bb6_big.jpg,1751
597,KD-PD-7227,Скатерть Многоцвет,белый,,180х350 см,4495,8990,180 см,350 см,,,,Хлопок,100% Хлопок,,Многоцвет,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/6a0abbf14fafb_big.jpg,/images/imported-products/6a0abbf175562_big.jpg,/images/imported-products/6a0abbf162bb6_big.jpg,1751
596,KD-PD-9976,Свеча Многоцветы,белый,,"25,5 см",792,990,"25,5 см",,,,,соевый воск,,,Многоцвет,,Декор для дома,Свечи и диффузоры,Зеленый салон,,,/images/imported-products/69df5f57970e0_big.jpg,/images/imported-products/69b95afad6980_big.jpg,,1245
445,KD-PD-8242,Набор столовых приборов Александр,серебряный,,,32900,,,,,,,нержавеющая сталь 18/10,,,Столовые приборы,,Посуда и сервировка,Столовые приборы,"Зеленый салон, Красные линии",Теплый брутализм,,/images/imported-products/6a57511b9cbbf_big.jpg,,,321
215,KD-PD-8243,Набор столовых приборов Петр,Серебряный,,Единый размер,20900,,,,,,,Сталь,Нержавеющая сталь 18/10,,Столовые приборы,,Посуда и сервировка,Столовые приборы,Зеленый салон Красные линии,Теплый брутализм,,/images/imported-products/6a3d1d63d385c_big.jpg,,,322
730,KD-PD-11521,Диффузор,,Сандал,130 мл,3990,,,,130 мл,,,,,,,,Декор для дома,Свечи и диффузоры,Зимняя сказка Пламя морских глубин,,,/images/imported-products/6a101521b4575_big.jpg,/images/imported-products/69b16002123a4_big.png,,1655
730,KD-PD-11521,Диффузор,,Апельсин,130 мл,3990,,,,130 мл,,,,,,,,Декор для дома,Свечи и диффузоры,Зимняя сказка Пламя морских глубин,,,/images/imported-products/6a101521b4575_big.jpg,/images/imported-products/69b16002123a4_big.png,,1655
730,KD-PD-11521,Диффузор,,Мята,130 мл,3990,,,,130 мл,,,,,,,,Декор для дома,Свечи и диффузоры,Зимняя сказка Пламя морских глубин,,,/images/imported-products/6a101521b4575_big.jpg,/images/imported-products/69b16002123a4_big.png,,
738,KD-PD-11419,Блюдо овальное Овация,белый,,36 см,2154,3590,,,,,,фарфор,100% фарфор,,Овация,,Посуда и сервировка,Блюда и подача,Зеленый салон Пламя морских глубин,Красные линии,,/images/imported-products/6a3a77ab1a012_big.jpg,,,1536
740,KD-PD-11516,Кофейная пара Овация,белый,,120 мл,894,1490,,,120 мл,,Кружка 1 шт\nБлюдце 1 шт,фарфор,100% фарфор,,Овация,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Зеленый салон Пламя морских глубин,Красные линии,,/images/imported-products/6a394af98ba5b_big.jpg,/images/imported-products/699308df21c8f_big.jpg,/images/imported-products/69930fcc7d471_big.png,1539
741,KD-PD-11431,Кружка Овация,белый,,350 мл,714,1190,,,350 мл,,,фарфор,100% фарфор,,Овация,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Зеленый салон Пламя морских глубин,Красные линии,,/images/imported-products/6a394affdcfc4_big.jpg,/images/imported-products/6993065ce7e66_big.jpg,,1545
742,KD-PD-11429,Молочник Овация,белый,,160 мл,894,1490,,,160 мл,,,фарфор,100% фарфор,,Овация,,Посуда и сервировка,"Чайники, молочники и сахарницы",Зеленый салон Пламя морских глубин,Красные линии,,/images/imported-products/6a394afd5391f_big.jpg,/images/imported-products/699306866add5_big.jpg,,1543
744,KD-PD-11421,Салатник Овация,белый,,21 см,1794,2990,,,,21 см,,фарфор,100% фарфор,,Овация,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Зеленый салон Пламя морских глубин,Красные линии,,/images/imported-products/6a3a861013057_big.jpg,,,1538
745,KD-PD-11418,Тарелка глубокая Овация,белый,,26 см,1794,2990,,,,26 см,,фарфор,100% фарфор,,Овация,,Посуда и сервировка,Тарелки,Зеленый салон Пламя морских глубин,Красные линии,,/images/imported-products/69cfcf5d94387_big.jpg,/images/imported-products/69958b5f30941_big.jpg,,1535
746,KD-PD-11436,Блюдо овальное Эхо,белый,,25х18 см,2233,3190,,,,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Блюда и подача,Красные линии,Зеленый салон,,/images/imported-products/6a3a77a9a9ef4_big.jpg,,,1552
746,KD-PD-11436,Блюдо овальное Эхо,белый,,36х26 см,4473,6390,,,,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Блюда и подача,Красные линии,Зеленый салон,,/images/imported-products/6a3a77a9a9ef4_big.jpg,,,1553
747,KD-PD-11518,Кофейная пара Эхо,белый,,90 мл,1673,2390,,,90 мл,,Кружка 1 шт\nБлюдце 1 шт,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Красные линии,Зеленый салон,,/images/imported-products/6a394af3ed506_big.jpg,/images/imported-products/6a15ad989a8a5_big.jpg,/images/imported-products/6a394af3a736d_big.jpg,1557
748,KD-PD-11442,Кружка Эхо,белый,,350 мл,1953,2790,,,350 мл,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Красные линии,Зеленый салон,,/images/imported-products/6a394aefe9f00_big.jpg,/images/imported-products/69a5787c5c475_big.jpg,,1555
749,KD-PD-11441,Молочник Эхо,белый,,130 мл,1673,2390,,,130 мл,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Чайники, молочники и сахарницы",Красные линии,Зеленый салон,,/images/imported-products/6a394aeea5edf_big.jpg,/images/imported-products/6a15ad53ba204_big.jpg,/images/imported-products/69a5765de48a1_big.jpg,1554
750,KD-PD-11449,Салатник Эхо,белый,,250 мл,903,1290,,,250 мл,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Красные линии,Зеленый салон,,/images/imported-products/6a3a85f308820_big.jpg,/images/imported-products/69a5751851cd4_big.jpg,,1559
750,KD-PD-11449,Салатник Эхо,белый,,20 см,3283,4690,,,,20 см,,,,,Эхо,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Красные линии,Зеленый салон,,/images/imported-products/6a3a85f308820_big.jpg,/images/imported-products/69a5751851cd4_big.jpg,,1560
751,KD-PD-11440,Сахарница Эхо,белый,,,2513,3590,,,,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Чайники, молочники и сахарницы",Красные линии,Зеленый салон,,/images/imported-products/6a394af59a5dc_big.jpg,/images/imported-products/6a15aede2722f_big.jpg,,1561
752,KD-PD-11448,Супница Эхо,белый,,"31х23,7х14 см",7273,10390,,,,,,,,,Эхо,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Красные линии,Зеленый салон,,/images/imported-products/69f06b7fd6aff_big.jpg,/images/imported-products/6a15b01297ff6_big.jpg,/images/imported-products/69f06b801a49b_big.jpg,1558
753,KD-PD-11435,Тарелка глубокая Эхо,белый,,23 см,3353,4790,,,,23 см,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Тарелки,Красные линии,Зеленый салон,,/images/imported-products/6a3a7324b8aea_big.jpg,/images/imported-products/69a5769a92bc5_big.jpg,/images/imported-products/6a3a7324f2ff1_big.jpg,1565
754,KD-PD-11432,Тарелка десертная Эхо,белый,,"20,8 см",1673,2390,,,,"20,8 см",,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Тарелки,Красные линии,Зеленый салон,,/images/imported-products/6a3a73285a37b_big.jpg,/images/imported-products/69a5772a9dbd2_big.jpg,,1562
755,KD-PD-11447,Тарелка для супа Эхо,белый,,16х11х5 см,1533,2190,16 см,11 см,,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Тарелки,Красные линии,Зеленый салон,,/images/imported-products/6a3a732cb2a24_big.jpg,/images/imported-products/6a15b0794dc81_big.jpg,/images/imported-products/699f0fd03a5c0_big.jpg,1566
756,KD-PD-11433,Тарелка закусочная Эхо,белый,,"23,5 см",2233,3190,,,,"23,5 см",,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Тарелки,Красные линии,Зеленый салон,,/images/imported-products/6a3a739923911_big.jpg,/images/imported-products/69a576f26a902_big.jpg,,1563
757,KD-PD-11434,Тарелка обеденная Эхо,белый,,"26,6 см",2793,3990,,,,"26,6 см",,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,Тарелки,Красные линии,Зеленый салон,,/images/imported-products/6a06d76222d16_big.jpg,/images/imported-products/69a576c56bb35_big.jpg,,1564
758,KD-PD-11517,Чайная пара Эхо,белый,,250 мл,2233,3190,,,250 мл,,Кружка 1 шт\nБлюдце 1 шт,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Красные линии,Зеленый салон,,/images/imported-products/6a394af134502_big.jpg,/images/imported-products/69a5760b0ab4b_big.jpg,,1556
759,KD-PD-11439,Чайник заварочный Эхо,белый,,900 мл,5593,7990,,,900 мл,,,костяной фарфор,100% костяной фарфор,,Эхо,,Посуда и сервировка,"Чайники, молочники и сахарницы",Красные линии,Зеленый салон,,/images/imported-products/6a394af835e91_big.jpg,/images/imported-products/699d71e583d98_big.jpg,,1567
762,KD-PD-10451,Скатерть Мокоши,белый,,180х250 см,19900,,180 см,250 см,,,,сатин,100% сатин,,Мокоши,,Столовый текстиль,Столовый текстиль,Красные линии,,,/images/imported-products/6a3015125e4e0_big.jpg,/images/imported-products/694173ce4c040_big.jpg,,1368
763,KD-PD-9415,Ваза для фруктов Весна,белый,,"21х21х9,5 см",1436,3590,,,,,,фарфор,100% фарфор,,Весна,,Посуда и сервировка,Блюда и подача,Зеленый салон,,,/images/imported-products/6a43756d2e4f2_big.jpg,/images/imported-products/68fb3b873b725_big.jpg,/images/imported-products/6a43756d7fc95_big.jpg,231
764,KD-PD-9418,Кружка Весна,белый,,350 мл,596,1490,,,350 мл,,,фарфор,100% фарфор,,Весна,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Зеленый салон,,,/images/imported-products/68ee0f7e2641d_big.jpg,/images/imported-products/68ee0f93954b5_big.jpg,/images/imported-products/6a4375855db76_big.jpg,245
765,KD-PD-8983,Плейсмат Весна,зеленый,,45х45 см,990,,45 см,45 см,,,,сатин,100% сатин,,Весна,,Столовый текстиль,Плейсматы,Зеленый салон,,,/images/imported-products/69f21947d5ab9_big.jpg,/images/imported-products/69f2194651ed2_big.jpg,/images/imported-products/69f21944646fb_big.jpg,562
766,KD-PD-8984,Салфетка Весна,белый,,45х45 см,1290,,45 см,45 см,,,,сатин,100% сатин,,Весна,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/6a43c7c4384df_big.jpg,/images/imported-products/68b0382c609d3_big.png,/images/imported-products/6a43c7c4ae99c_big.jpg,576
767,KD-PD-9975,Свеча Весна,белый,,"25,5 см",792,990,"25,5 см",,,,,соевый воск,,,Весна,,Декор для дома,Свечи и диффузоры,Зеленый салон,,,/images/imported-products/69df5f56592b1_big.jpg,/images/imported-products/69b95ac02a5d5_big.jpg,,1244
768,KD-PD-8986,Скатерть Весна,белый,,180х350 см,9900,,180 см,350 см,,,,сатин,100% сатин,,Весна,,Столовый текстиль,Столовый текстиль,Зеленый салон,,,/images/imported-products/6a5756073f700_big.jpg,/images/imported-products/68ef6af8d5df1_big.jpg,/images/imported-products/68b040117f548_big.jpg,593
770,KD-PD-9416,Тарелка закусочная Весна,белый,,23 см,1116,2790,,,,23 см,,фарфор,100% фарфор,,Весна,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a43757500ab8_big.jpg,/images/imported-products/6a43757392be9_big.jpg,/images/imported-products/6a437575b95e7_big.jpg,332
771,KD-PD-9417,Тарелка обеденная Весна,белый,,27 см,1436,3590,,,,27 см,,фарфор,100% фарфор,,Весна,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a43757d69bf8_big.jpg,/images/imported-products/6a43757e29529_big.jpg,/images/imported-products/6a43757dac52e_big.jpg,13
776,KD-PD-10842,Плед Пушица,голубой,,150х200 см,29900,,,,,,,,,,Оренбургские узоры,,Пледы и подушки,Плед,Красные линии,Зимняя сказка,,/images/imported-products/690ca7e8a1da2_big.jpg,/images/imported-products/691b2da8124c1_big.jpg,/images/imported-products/6a33f5f86c928_big.jpg,1291
777,KD-PD-10844,Плед Пушица,розовый,,150х200 см,29900,,,,,,,,,,,,,,,,,/images/imported-products/690c4a39b0066_big.jpg,/images/imported-products/69e0faf756f78_big.jpg,/images/imported-products/6a33f5f14a97d_big.jpg,1292
778,KD-PD-8124,Плед Пушица,экрю,,150х200 см,29900,,,,,,,,,,,,,,,,,/images/imported-products/69e0fef714064_big.jpg,/images/imported-products/691b2e78edf93_big.jpg,/images/imported-products/6a33f5f4de1c8_big.jpg,448
779,KD-PD-10787,Подушка декоративная Пушица,голубой,,45х45 см,9900,,45 см,45 см,,,,,,,Оренбургские узоры,,Пледы и подушки,Декоративные подушки,Красные линии,Зимняя сказка,,/images/imported-products/6a5f322580c1f_big.jpg,/images/imported-products/691b2effe84ad_big.jpg,/images/imported-products/6a5f322538408_big.jpg,1295
780,KD-PD-10788,Подушка декоративная Пушица,бежевый,,45х45 см,9900,,45 см,45 см,,,,,,,,,,,,,,/images/imported-products/6a06bfda73687_big.jpg,/images/imported-products/691b30c11c860_big.jpg,/images/imported-products/6a5f327e12e2a_big.jpg,1296
781,KD-PD-10789,Подушка декоративная Пушица,розовый,,45х45 см,9900,,45 см,45 см,,,,,,,,,,,,,,/images/imported-products/6a5f329c43e35_big.jpg,/images/imported-products/691b2ed8ad532_big.jpg,/images/imported-products/6a5f329bdfebe_big.jpg,1294
809,KD-PD-10913,Блюдо Весенний сад,белый,,32 см,5592,6990,,,,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Блюда и подача,,Зеленый салон,,/images/imported-products/6a85ae21c78e0_big.jpg,,,1605
810,KD-PD-10911,Блюдо Весенний сад,белый,,24х16 см,4472,5590,,,,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Блюда и подача,,Зеленый салон,,/images/imported-products/6a85ae21c78e0_big.jpg,,,1603
810,KD-PD-10911,Блюдо Весенний сад,белый,,36х25 см,6392,7990,,,,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Блюда и подача,,Зеленый салон,,/images/imported-products/6a85ae21c78e0_big.jpg,,,1604
811,KD-PD-10925,Кофейная пара Весенний сад,белый,,75 мл,2072,2590,,,75 мл,,Кружка 1 шт\nБлюдце 1 шт,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Зеленый салон,,,/images/imported-products/6a85afc487304_big.jpg,,,1631
812,KD-PD-11141,Набор свечей Весенний сад,зеленый,,45 см,2990,,45 см,,,,,парафин,100% парафин,,Весенний сад,,Декор для дома,Свечи и диффузоры,Зеленый салон,,,/images/imported-products/69df9867a661d_big.jpg,,,1407
813,KD-PD-10928,Перечница Весенний сад,белый,,8 см,1032,1290,,,70 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Блюда и подача,Зеленый салон,,,/images/imported-products/6a85b2ccb09ab_big.jpg,,,1632
814,KD-PD-10917,Розетка для варенья Весенний сад,белый,,30 мл,1112,1390,,,30 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",,Зеленый салон,,/images/imported-products/6a85b2d45cbdc_big.jpg,,,1633
815,KD-PD-10915,Салатник Весенний сад,белый,,300 мл,3672,4590,,,300 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",,Зеленый салон,,/images/imported-products/6a85b2d617474_big.jpg,,,1634
816,KD-PD-10924,Сахарница Весенний сад,белый,,300 мл,3032,3790,,,300 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,"Чайники, молочники и сахарницы",Зеленый салон,,,/images/imported-products/6a85b6d73dce4_big.jpg,,,1636
817,KD-PD-10927,Солонка Весенний сад,белый,,8 см,1032,1290,,,70 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Блюда и подача,Зеленый салон,,,/images/imported-products/6a85b6dad216a_big.jpg,,,1637
818,KD-PD-10926,Соусник Весенний сад,белый,,150 мл,2232,2790,,,150 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Блюда и подача,Зеленый салон,,,/images/imported-products/6a85b6df16492_big.jpg,,,1638
819,KD-PD-10918,Тарелка десертная Весенний сад,белый,,19 см,1992,2490,,,,19 см,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Тарелки,,Зеленый салон,,/images/imported-products/6a85b7dadf9ab_big.jpg,,,1639
820,KD-PD-10919,Тарелка закусочная Весенний сад,белый,,23 см,2232,2790,,,,23 см,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Тарелки,,Зеленый салон,,/images/imported-products/6a85baa4bb145_big.jpg,,,1640
821,KD-PD-10920,Тарелка обеденная Весенний сад,белый,,27 см,2632,3290,,,,27 см,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a85bcecc09c8_big.jpg,,,1641
822,KD-PD-10921,Тарелка подстановочная Весенний сад,белый,,30 см,4392,5490,,,,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,Тарелки,Зеленый салон,,,/images/imported-products/6a85bcfa2f399_big.jpg,,,1642
823,KD-PD-10922,Чайная пара Весенний сад,белый,,250 мл,2792,3490,,,250 мл,,Кружка 1 шт\nБлюдце 1 шт,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,"Кружки, чайные и кофейные пары",,Зеленый салон,,/images/imported-products/6a85bf64da8d2_big.jpg,,,1643
824,KD-PD-10923,Чайник Весенний сад,белый,,1300 мл,6392,7990,,,1300 мл,,,фарфор,100% фарфор,,Весенний сад,,Посуда и сервировка,"Чайники, молочники и сахарницы",Зеленый салон,,,/images/imported-products/6a85bf6fe9fa3_big.jpg,,,1644
845,KD-PD-10944,Блюдо Дияф,Белый / Голубой,,32 см,4194,6990,,,,,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,Блюда и подача,Пламя морских глубин,,,/images/imported-products/698deddc79da9_big.JPG,,,1518
846,KD-PD-11006,Дорожка Дияф,Белый / Золотой,,50х120 см,2694,4490,50 см,120 см,,,,Хлопок,100% Хлопок,,Дияф,,Столовый текстиль,Столовый текстиль,Пламя морских глубин,,,/images/imported-products/69f218d992ea2_big.jpg,,,1521
