variant_id;product_id;characteristic_code;value;normalized_value;numeric_value
KD-PD-11415__v001;KD-PD-11415;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11415__v001;KD-PD-11415;color;Белый;белый;
KD-PD-11416__v001;KD-PD-11416;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11416__v001;KD-PD-11416;subcategory;Тарелки;тарелки;
KD-PD-11416__v001;KD-PD-11416;collection;Овация;овация;
KD-PD-11416__v001;KD-PD-11416;material;Фарфор;фарфор;
KD-PD-11416__v001;KD-PD-11416;size;25 см;25 см;
KD-PD-11416__v001;KD-PD-11416;price;1314;1314;1314
KD-PD-11416__v001;KD-PD-11416;old_price;2190;2190;2190
KD-PD-11416__v001;KD-PD-11416;diameter;25 см;25 см;
KD-PD-11416__v001;KD-PD-11416;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11416__v001;KD-PD-11416;color;Белый;белый;
KD-PD-11514__v001;KD-PD-11514;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11514__v001;KD-PD-11514;subcategory;Кружки, чайные и кофейные пары;кружки, чайные и кофейные пары;
KD-PD-11514__v001;KD-PD-11514;collection;Овация;овация;
KD-PD-11514__v001;KD-PD-11514;material;Фарфор;фарфор;
KD-PD-11514__v001;KD-PD-11514;size;350 мл;350 мл;
KD-PD-11514__v001;KD-PD-11514;price;1194;1194;1194
KD-PD-11514__v001;KD-PD-11514;old_price;1990;1990;1990
KD-PD-11514__v001;KD-PD-11514;volume;350 мл;350 мл;
KD-PD-11514__v001;KD-PD-11514;diameter;18 см;18 см;
KD-PD-11514__v001;KD-PD-11514;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11514__v001;KD-PD-11514;color;Белый;белый;
KD-PD-11428__v001;KD-PD-11428;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11428__v001;KD-PD-11428;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-11428__v001;KD-PD-11428;collection;Овация;овация;
KD-PD-11428__v001;KD-PD-11428;material;Фарфор;фарфор;
KD-PD-11428__v001;KD-PD-11428;size;990 мл;990 мл;
KD-PD-11428__v001;KD-PD-11428;price;2394;2394;2394
KD-PD-11428__v001;KD-PD-11428;old_price;3990;3990;3990
KD-PD-11428__v001;KD-PD-11428;volume;990 мл;990 мл;
KD-PD-11428__v001;KD-PD-11428;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11428__v001;KD-PD-11428;color;Белый;белый;
KD-PD-11430__v001;KD-PD-11430;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11430__v001;KD-PD-11430;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-11430__v001;KD-PD-11430;collection;Овация;овация;
KD-PD-11430__v001;KD-PD-11430;material;Фарфор;фарфор;
KD-PD-11430__v001;KD-PD-11430;size;240 мл;240 мл;
KD-PD-11430__v001;KD-PD-11430;price;954;954;954
KD-PD-11430__v001;KD-PD-11430;old_price;1590;1590;1590
KD-PD-11430__v001;KD-PD-11430;volume;240 мл;240 мл;
KD-PD-11430__v001;KD-PD-11430;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11430__v001;KD-PD-11430;color;Белый;белый;
KD-PD-11420__v001;KD-PD-11420;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11420__v001;KD-PD-11420;subcategory;Салатники, cупницы и глубокие тарелки;салатники, cупницы и глубокие тарелки;
KD-PD-11420__v001;KD-PD-11420;collection;Овация;овация;
KD-PD-11420__v001;KD-PD-11420;material;Фарфор;фарфор;
KD-PD-11420__v001;KD-PD-11420;size;16 см;16 см;
KD-PD-11420__v001;KD-PD-11420;price;1794;1794;1794
KD-PD-11420__v001;KD-PD-11420;old_price;2990;2990;2990
KD-PD-11420__v001;KD-PD-11420;diameter;16 см;16 см;
KD-PD-11420__v001;KD-PD-11420;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11420__v001;KD-PD-11420;color;Белый;белый;
KD-PD-11438__v001;KD-PD-11438;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11438__v001;KD-PD-11438;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-11438__v001;KD-PD-11438;collection;Эхо;э×о;
KD-PD-11438__v001;KD-PD-11438;material;Фарфор;фарфор;
KD-PD-11438__v001;KD-PD-11438;size;990 мл;990 мл;
KD-PD-11438__v001;KD-PD-11438;price;5593;5593;5593
KD-PD-11438__v001;KD-PD-11438;old_price;7990;7990;7990
KD-PD-11438__v001;KD-PD-11438;volume;990 мл;990 мл;
KD-PD-11438__v001;KD-PD-11438;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11438__v001;KD-PD-11438;color;Белый;белый;
KD-PD-11438__v002;KD-PD-11438;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11438__v002;KD-PD-11438;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-11438__v002;KD-PD-11438;collection;Эхо;э×о;
KD-PD-11438__v002;KD-PD-11438;material;Костяной фарфор;костяной фарфор;
KD-PD-11438__v002;KD-PD-11438;size;1800 мл;1800 мл;
KD-PD-11438__v002;KD-PD-11438;price;6593;6593;6593
KD-PD-11438__v002;KD-PD-11438;old_price;9990;9990;9990
KD-PD-11438__v002;KD-PD-11438;volume;1800 мл;1800 мл;
KD-PD-11438__v002;KD-PD-11438;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11438__v002;KD-PD-11438;color;Белый;белый;
KD-PD-11438A__v001;KD-PD-11438A;category;Посуда и сервировка;посуда и сервировка;
KD-PD-11438A__v001;KD-PD-11438A;subcategory;Кружки, чайные и кофейные пары;кружки, чайные и кофейные пары;
KD-PD-11438A__v001;KD-PD-11438A;collection;Эхо;э×о;
KD-PD-11438A__v001;KD-PD-11438A;material;Костяной фарфор;костяной фарфор;
KD-PD-11438A__v001;KD-PD-11438A;size;250 мл;250 мл;
KD-PD-11438A__v001;KD-PD-11438A;price;2233;2233;2233
KD-PD-11438A__v001;KD-PD-11438A;old_price;3190;3190;3190
KD-PD-11438A__v001;KD-PD-11438A;volume;250 мл;250 мл;
KD-PD-11438A__v001;KD-PD-11438A;diameter;18 см;18 см;
KD-PD-11438A__v001;KD-PD-11438A;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-11438A__v001;KD-PD-11438A;color;Белый;белый;
KD-PD-114381__v001;KD-PD-114381;category;Посуда и сервировка;посуда и сервировка;
KD-PD-114381__v001;KD-PD-114381;subcategory;Салатники, cупницы и глубокие тарелки;салатники, cупницы и глубокие тарелки;
KD-PD-114381__v001;KD-PD-114381;collection;Эхо;э×о;
KD-PD-114381__v001;KD-PD-114381;material;Костяной фарфор;костяной фарфор;
KD-PD-114381__v001;KD-PD-114381;size;350 мл;350 мл;
KD-PD-114381__v001;KD-PD-114381;price;3353;3353;3353
KD-PD-114381__v001;KD-PD-114381;old_price;4790;4790;4790
KD-PD-114381__v001;KD-PD-114381;volume;350 мл;350 мл;
KD-PD-114381__v001;KD-PD-114381;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-114381__v001;KD-PD-114381;color;Белый;белый;
KD-PD-114382__v001;KD-PD-114382;category;Посуда и сервировка;посуда и сервировка;
KD-PD-114382__v001;KD-PD-114382;subcategory;Тарелки;тарелки;
KD-PD-114382__v001;KD-PD-114382;collection;Эхо;э×о;
KD-PD-114382__v001;KD-PD-114382;material;Костяной фарфор;костяной фарфор;
KD-PD-114382__v001;KD-PD-114382;size;20 см;20 см;
KD-PD-114382__v001;KD-PD-114382;price;2233;2233;2233
KD-PD-114382__v001;KD-PD-114382;old_price;3190;3190;3190
KD-PD-114382__v001;KD-PD-114382;diameter;20 см;20 см;
KD-PD-114382__v001;KD-PD-114382;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-114382__v001;KD-PD-114382;color;Белый;белый;
KD-PD-114383__v001;KD-PD-114383;category;Посуда и сервировка;посуда и сервировка;
KD-PD-114383__v001;KD-PD-114383;subcategory;Тарелки;тарелки;
KD-PD-114383__v001;KD-PD-114383;collection;Эхо;э×о;
KD-PD-114383__v001;KD-PD-114383;material;Костяной фарфор;костяной фарфор;
KD-PD-114383__v001;KD-PD-114383;size;25 см;25 см;
KD-PD-114383__v001;KD-PD-114383;price;2793;2793;2793
KD-PD-114383__v001;KD-PD-114383;old_price;3990;3990;3990
KD-PD-114383__v001;KD-PD-114383;diameter;30 см;30 см;
KD-PD-114383__v001;KD-PD-114383;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-114383__v001;KD-PD-114383;color;Белый;белый;
KD-PD-114384__v001;KD-PD-114384;category;Посуда и сервировка;посуда и сервировка;
KD-PD-114384__v001;KD-PD-114384;subcategory;Тарелки;тарелки;
KD-PD-114384__v001;KD-PD-114384;collection;Эхо;э×о;
KD-PD-114384__v001;KD-PD-114384;material;Костяной фарфор;костяной фарфор;
KD-PD-114384__v001;KD-PD-114384;size;18 см;18 см;
KD-PD-114384__v001;KD-PD-114384;price;1673;1673;1673
KD-PD-114384__v001;KD-PD-114384;old_price;2390;2390;2390
KD-PD-114384__v001;KD-PD-114384;diameter;18 см;18 см;
KD-PD-114384__v001;KD-PD-114384;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-114384__v001;KD-PD-114384;color;Белый;белый;
KD-PD-114385__v001;KD-PD-114385;category;Посуда и сервировка;посуда и сервировка;
KD-PD-114385__v001;KD-PD-114385;subcategory;Салатники, cупницы и глубокие тарелки;салатники, cупницы и глубокие тарелки;
KD-PD-114385__v001;KD-PD-114385;collection;Эхо;э×о;
KD-PD-114385__v001;KD-PD-114385;material;Фарфор;фарфор;
KD-PD-114385__v001;KD-PD-114385;size;650 мл;650 мл;
KD-PD-114385__v001;KD-PD-114385;price;7273;7273;7273
KD-PD-114385__v001;KD-PD-114385;old_price;10390;10390;10390
KD-PD-114385__v001;KD-PD-114385;volume;650 мл;650 мл;
KD-PD-114385__v001;KD-PD-114385;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-114385__v001;KD-PD-114385;color;Белый;белый;
KD-PD-10288__v001;KD-PD-10288;category;Декор для дома;декор для дома;
KD-PD-10288__v001;KD-PD-10288;subcategory;Вазы и предметы интерьера;вазы и предметы интерьера;
KD-PD-10288__v001;KD-PD-10288;material;Фарфор;фарфор;
KD-PD-10288__v001;KD-PD-10288;size;15 см;15 см;
KD-PD-10288__v001;KD-PD-10288;price;14900;14900;14900
KD-PD-10288__v001;KD-PD-10288;composition;100% фарфор;100% фарфор;
KD-PD-10288__v001;KD-PD-10288;color;Белый;белый;
KD-PD-10288__v002;KD-PD-10288;category;Декор для дома;декор для дома;
KD-PD-10288__v002;KD-PD-10288;subcategory;Вазы и предметы интерьера;вазы и предметы интерьера;
KD-PD-10288__v002;KD-PD-10288;material;Фарфор;фарфор;
KD-PD-10288__v002;KD-PD-10288;size;18 см;18 см;
KD-PD-10288__v002;KD-PD-10288;price;16900;16900;16900
KD-PD-10288__v002;KD-PD-10288;composition;100% фарфор;100% фарфор;
KD-PD-10288__v002;KD-PD-10288;color;Белый;белый;
KD-PD-11020__v001;KD-PD-11020;category;Декор для дома;декор для дома;
KD-PD-11020__v001;KD-PD-11020;subcategory;Вазы и предметы интерьера;вазы и предметы интерьера;
KD-PD-11020__v001;KD-PD-11020;material;Стекло;стекло;
KD-PD-11020__v001;KD-PD-11020;size;36 см;36 см;
KD-PD-11020__v001;KD-PD-11020;price;24900;24900;24900
KD-PD-11020__v001;KD-PD-11020;composition;100% стекло;100% стекло;
KD-PD-11020__v001;KD-PD-11020;color;Желтый;желтый;
KD-PD-11020__v002;KD-PD-11020;category;Декор для дома;декор для дома;
KD-PD-11020__v002;KD-PD-11020;subcategory;Вазы и предметы интерьера;вазы и предметы интерьера;
KD-PD-11020__v002;KD-PD-11020;material;Стекло;стекло;
KD-PD-11020__v002;KD-PD-11020;size;36 см;36 см;
KD-PD-11020__v002;KD-PD-11020;price;24900;24900;24900
KD-PD-11020__v002;KD-PD-11020;composition;100% стекло;100% стекло;
KD-PD-11020__v002;KD-PD-11020;color;Синий;синий;
KD-PD-10414__v001;KD-PD-10414;category;Столовый текстиль;столовый текстиль;
KD-PD-10414__v001;KD-PD-10414;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-10414__v001;KD-PD-10414;collection;Мокоши;мокоши;
KD-PD-10414__v001;KD-PD-10414;material;Лён;лен;
KD-PD-10414__v001;KD-PD-10414;size;50×180 см;50×180 см;
KD-PD-10414__v001;KD-PD-10414;price;14900;14900;14900
KD-PD-10414__v001;KD-PD-10414;height;50 см;50 см;
KD-PD-10414__v001;KD-PD-10414;width;180 см;180 см;
KD-PD-10414__v001;KD-PD-10414;composition;100% лен;100% лен;
KD-PD-10414__v001;KD-PD-10414;details;Вышивка\nКисточки;вышивка\nкисточки;
KD-PD-10414__v001;KD-PD-10414;color;Белый;белый;
KD-PD-10932__v001;KD-PD-10932;category;Посуда и сервировка;посуда и сервировка;
KD-PD-10932__v001;KD-PD-10932;subcategory;Кружки, чайные и кофейные пары;кружки, чайные и кофейные пары;
KD-PD-10932__v001;KD-PD-10932;collection;Мокоши;мокоши;
KD-PD-10932__v001;KD-PD-10932;material;Фарфор;фарфор;
KD-PD-10932__v001;KD-PD-10932;size;75 мл;75 мл;
KD-PD-10932__v001;KD-PD-10932;price;2990;2990;2990
KD-PD-10932__v001;KD-PD-10932;volume;75 мл;75 мл;
KD-PD-10932__v001;KD-PD-10932;composition;100% фарфор;100% фарфор;
KD-PD-10932__v001;KD-PD-10932;color;Белый;белый;
KD-PD-10587__v001;KD-PD-10587;category;Столовый текстиль;столовый текстиль;
KD-PD-10587__v001;KD-PD-10587;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-10587__v001;KD-PD-10587;collection;Мокоши;мокоши;
KD-PD-10587__v001;KD-PD-10587;material;Хлопок;×лопок;
KD-PD-10587__v001;KD-PD-10587;size;40×50 см;40×50 см;
KD-PD-10587__v001;KD-PD-10587;price;1590;1590;1590
KD-PD-10587__v001;KD-PD-10587;height;40 см;40 см;
KD-PD-10587__v001;KD-PD-10587;width;50 см;50 см;
KD-PD-10587__v001;KD-PD-10587;composition;100% Хлопок;100%×лопок;
KD-PD-10587__v001;KD-PD-10587;details;Вышивка;вышивка;
KD-PD-10587__v001;KD-PD-10587;color;Белый;белый;
KD-PD-10567__v001;KD-PD-10567;category;Столовый текстиль;столовый текстиль;
KD-PD-10567__v001;KD-PD-10567;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-10567__v001;KD-PD-10567;collection;Мокоши;мокоши;
KD-PD-10567__v001;KD-PD-10567;material;Хлопок;×лопок;
KD-PD-10567__v001;KD-PD-10567;size;45×45 см;45×45 см;
KD-PD-10567__v001;KD-PD-10567;price;1990;1990;1990
KD-PD-10567__v001;KD-PD-10567;height;45 см;45 см;
KD-PD-10567__v001;KD-PD-10567;width;45 см;45 см;
KD-PD-10567__v001;KD-PD-10567;composition;100% Хлопок;100%×лопок;
KD-PD-10567__v001;KD-PD-10567;details;Вышивка;вышивка;
KD-PD-10567__v001;KD-PD-10567;color;Белый;белый;
KD-PD-10450__v001;KD-PD-10450;category;Столовый текстиль;столовый текстиль;
KD-PD-10450__v001;KD-PD-10450;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-10450__v001;KD-PD-10450;collection;Мокоши;мокоши;
KD-PD-10450__v001;KD-PD-10450;material;Хлопок;×лопок;
KD-PD-10450__v001;KD-PD-10450;size;180×180 см;180×180 см;
KD-PD-10450__v001;KD-PD-10450;price;19900;19900;19900
KD-PD-10450__v001;KD-PD-10450;height;180 см;180 см;
KD-PD-10450__v001;KD-PD-10450;width;180 см;180 см;
KD-PD-10450__v001;KD-PD-10450;composition;100% Хлопок;100%×лопок;
KD-PD-10450__v001;KD-PD-10450;details;Вышивка;вышивка;
KD-PD-10450__v001;KD-PD-10450;color;Белый;белый;
KD-PD-10450__v002;KD-PD-10450;category;Столовый текстиль;столовый текстиль;
KD-PD-10450__v002;KD-PD-10450;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-10450__v002;KD-PD-10450;collection;Мокоши;мокоши;
KD-PD-10450__v002;KD-PD-10450;material;Хлопок;×лопок;
KD-PD-10450__v002;KD-PD-10450;size;180×250 см;180×250 см;
KD-PD-10450__v002;KD-PD-10450;price;20900;20900;20900
KD-PD-10450__v002;KD-PD-10450;height;180 см;180 см;
KD-PD-10450__v002;KD-PD-10450;width;250 см;250 см;
KD-PD-10450__v002;KD-PD-10450;composition;100% Хлопок;100%×лопок;
KD-PD-10450__v002;KD-PD-10450;details;Вышивка;вышивка;
KD-PD-10450__v002;KD-PD-10450;color;Белый;белый;
KD-PD-10400__v001;KD-PD-10400;category;Посуда и сервировка;посуда и сервировка;
KD-PD-10400__v001;KD-PD-10400;subcategory;Тарелки;тарелки;
KD-PD-10400__v001;KD-PD-10400;collection;Мокоши;мокоши;
KD-PD-10400__v001;KD-PD-10400;material;Фарфор;фарфор;
KD-PD-10400__v001;KD-PD-10400;size;19 см;19 см;
KD-PD-10400__v001;KD-PD-10400;price;2990;2990;2990
KD-PD-10400__v001;KD-PD-10400;diameter;19 см;19 см;
KD-PD-10400__v001;KD-PD-10400;composition;100% фарфор;100% фарфор;
KD-PD-10400__v001;KD-PD-10400;color;Красный;красный;
KD-PD-10930__v001;KD-PD-10930;category;Посуда и сервировка;посуда и сервировка;
KD-PD-10930__v001;KD-PD-10930;subcategory;Кружки, чайные и кофейные пары;кружки, чайные и кофейные пары;
KD-PD-10930__v001;KD-PD-10930;collection;Мокоши;мокоши;
KD-PD-10930__v001;KD-PD-10930;material;Фарфор;фарфор;
KD-PD-10930__v001;KD-PD-10930;size;250 мл;250 мл;
KD-PD-10930__v001;KD-PD-10930;price;4590;4590;4590
KD-PD-10930__v001;KD-PD-10930;volume;250 мл;250 мл;
KD-PD-10930__v001;KD-PD-10930;diameter;19 см;19 см;
KD-PD-10930__v001;KD-PD-10930;composition;100% фарфор;100% фарфор;
KD-PD-10930__v001;KD-PD-10930;color;Красный;красный;
KD-PD-8985__v001;KD-PD-8985;category;Столовый текстиль;столовый текстиль;
KD-PD-8985__v001;KD-PD-8985;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8985__v001;KD-PD-8985;collection;Весна;весна;
KD-PD-8985__v001;KD-PD-8985;material;Хлопок;×лопок;
KD-PD-8985__v001;KD-PD-8985;size;180×250 см;180×250 см;
KD-PD-8985__v001;KD-PD-8985;price;9900;9900;9900
KD-PD-8985__v001;KD-PD-8985;height;180 см;180 см;
KD-PD-8985__v001;KD-PD-8985;width;250 см;250 см;
KD-PD-8985__v001;KD-PD-8985;composition;100% Хлопок;100%×лопок;
KD-PD-8985__v001;KD-PD-8985;color;Белый;белый;
KD-PD-8985__v002;KD-PD-8985;category;Столовый текстиль;столовый текстиль;
KD-PD-8985__v002;KD-PD-8985;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8985__v002;KD-PD-8985;collection;Весна;весна;
KD-PD-8985__v002;KD-PD-8985;material;Хлопок;×лопок;
KD-PD-8985__v002;KD-PD-8985;size;180×350 см;180×350 см;
KD-PD-8985__v002;KD-PD-8985;price;9900;9900;9900
KD-PD-8985__v002;KD-PD-8985;height;180 см;180 см;
KD-PD-8985__v002;KD-PD-8985;width;350 см;350 см;
KD-PD-8985__v002;KD-PD-8985;composition;100% Хлопок;100%×лопок;
KD-PD-8985__v002;KD-PD-8985;color;Белый;белый;
KD-PD-8982__v001;KD-PD-8982;category;Столовый текстиль;столовый текстиль;
KD-PD-8982__v001;KD-PD-8982;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8982__v001;KD-PD-8982;collection;Весна;весна;
KD-PD-8982__v001;KD-PD-8982;material;Хлопок;×лопок;
KD-PD-8982__v001;KD-PD-8982;size;45×45 см;45×45 см;
KD-PD-8982__v001;KD-PD-8982;price;990;990;990
KD-PD-8982__v001;KD-PD-8982;height;45 см;45 см;
KD-PD-8982__v001;KD-PD-8982;width;65 см;65 см;
KD-PD-8982__v001;KD-PD-8982;composition;100% Хлопок;100%×лопок;
KD-PD-8982__v001;KD-PD-8982;color;Белый;белый;
KD-PD-8982__v002;KD-PD-8982;category;Столовый текстиль;столовый текстиль;
KD-PD-8982__v002;KD-PD-8982;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8982__v002;KD-PD-8982;collection;Весна;весна;
KD-PD-8982__v002;KD-PD-8982;material;Хлопок;×лопок;
KD-PD-8982__v002;KD-PD-8982;size;45×65 см;45×65 см;
KD-PD-8982__v002;KD-PD-8982;price;990;990;990
KD-PD-8982__v002;KD-PD-8982;height;45 см;45 см;
KD-PD-8982__v002;KD-PD-8982;width;65 см;65 см;
KD-PD-8982__v002;KD-PD-8982;composition;100% Хлопок;100%×лопок;
KD-PD-8982__v002;KD-PD-8982;color;Белый;белый;
KD-PD-8982__v003;KD-PD-8982;category;Столовый текстиль;столовый текстиль;
KD-PD-8982__v003;KD-PD-8982;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8982__v003;KD-PD-8982;collection;Весна;весна;
KD-PD-8982__v003;KD-PD-8982;material;Хлопок;×лопок;
KD-PD-8982__v003;KD-PD-8982;size;45×45 см;45×45 см;
KD-PD-8982__v003;KD-PD-8982;price;990;990;990
KD-PD-8982__v003;KD-PD-8982;height;45 см;45 см;
KD-PD-8982__v003;KD-PD-8982;width;65 см;65 см;
KD-PD-8982__v003;KD-PD-8982;composition;100% Хлопок;100%×лопок;
KD-PD-8982__v003;KD-PD-8982;color;Зеленый;зеленый;
KD-PD-8982__v004;KD-PD-8982;category;Столовый текстиль;столовый текстиль;
KD-PD-8982__v004;KD-PD-8982;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8982__v004;KD-PD-8982;collection;Весна;весна;
KD-PD-8982__v004;KD-PD-8982;material;Хлопок;×лопок;
KD-PD-8982__v004;KD-PD-8982;size;45×65 см;45×65 см;
KD-PD-8982__v004;KD-PD-8982;price;990;990;990
KD-PD-8982__v004;KD-PD-8982;height;45 см;45 см;
KD-PD-8982__v004;KD-PD-8982;width;65 см;65 см;
KD-PD-8982__v004;KD-PD-8982;composition;100% Хлопок;100%×лопок;
KD-PD-8982__v004;KD-PD-8982;color;Зеленый;зеленый;
KD-PD-11033__v001;KD-PD-11033;category;Пледы и подушки;пледы и подушки;
KD-PD-11033__v001;KD-PD-11033;subcategory;Декоративные подушки;декоративные подушки;
KD-PD-11033__v001;KD-PD-11033;collection;Мокоши;мокоши;
KD-PD-11033__v001;KD-PD-11033;size;40×40 см;40×40 см;
KD-PD-11033__v001;KD-PD-11033;price;5990;5990;5990
KD-PD-11033__v001;KD-PD-11033;height;40 см;40 см;
KD-PD-11033__v001;KD-PD-11033;width;40 см;40 см;
KD-PD-11033__v001;KD-PD-11033;color;Бежевый;бежевый;
KD-PD-11034__v001;KD-PD-11034;category;Пледы и подушки;пледы и подушки;
KD-PD-11034__v001;KD-PD-11034;subcategory;Декоративные подушки;декоративные подушки;
KD-PD-11034__v001;KD-PD-11034;collection;Мокоши;мокоши;
KD-PD-11034__v001;KD-PD-11034;size;40×40 см;40×40 см;
KD-PD-11034__v001;KD-PD-11034;price;5990;5990;5990
KD-PD-11034__v001;KD-PD-11034;height;40 см;40 см;
KD-PD-11034__v001;KD-PD-11034;width;40 см;40 см;
KD-PD-11034__v001;KD-PD-11034;color;Бежевый;бежевый;
KD-PD-10841__v001;KD-PD-10841;category;Пледы и подушки;пледы и подушки;
KD-PD-10841__v001;KD-PD-10841;subcategory;Плед;плед;
KD-PD-10841__v001;KD-PD-10841;collection;Оренбургские узоры;оренбургские узоры;
KD-PD-10841__v001;KD-PD-10841;size;150×200 см;150×200 см;
KD-PD-10841__v001;KD-PD-10841;price;29900;29900;29900
KD-PD-10841__v001;KD-PD-10841;color;Бежевый;бежевый;
KD-PD-10841__v002;KD-PD-10841;category;Пледы и подушки;пледы и подушки;
KD-PD-10841__v002;KD-PD-10841;subcategory;Плед;плед;
KD-PD-10841__v002;KD-PD-10841;collection;Оренбургские узоры;оренбургские узоры;
KD-PD-10841__v002;KD-PD-10841;size;150×200 см;150×200 см;
KD-PD-10841__v002;KD-PD-10841;price;29900;29900;29900
KD-PD-10841__v002;KD-PD-10841;color;Голубой;голубой;
KD-PD-10841__v003;KD-PD-10841;category;Пледы и подушки;пледы и подушки;
KD-PD-10841__v003;KD-PD-10841;subcategory;Плед;плед;
KD-PD-10841__v003;KD-PD-10841;collection;Оренбургские узоры;оренбургские узоры;
KD-PD-10841__v003;KD-PD-10841;size;150×200 см;150×200 см;
KD-PD-10841__v003;KD-PD-10841;price;29900;29900;29900
KD-PD-10841__v003;KD-PD-10841;color;Экрю;экрю;
KD-PD-10786__v001;KD-PD-10786;category;Пледы и подушки;пледы и подушки;
KD-PD-10786__v001;KD-PD-10786;subcategory;Декоративные подушки;декоративные подушки;
KD-PD-10786__v001;KD-PD-10786;collection;Оренбургские узоры;оренбургские узоры;
KD-PD-10786__v001;KD-PD-10786;size;45×45 см;45×45 см;
KD-PD-10786__v001;KD-PD-10786;price;9900;9900;9900
KD-PD-10786__v001;KD-PD-10786;height;45 см;45 см;
KD-PD-10786__v001;KD-PD-10786;width;45 см;45 см;
KD-PD-10786__v001;KD-PD-10786;color;Бежевый;бежевый;
KD-PD-10786__v002;KD-PD-10786;category;Пледы и подушки;пледы и подушки;
KD-PD-10786__v002;KD-PD-10786;subcategory;Декоративные подушки;декоративные подушки;
KD-PD-10786__v002;KD-PD-10786;collection;Оренбургские узоры;оренбургские узоры;
KD-PD-10786__v002;KD-PD-10786;size;45×45 см;45×45 см;
KD-PD-10786__v002;KD-PD-10786;price;9900;9900;9900
KD-PD-10786__v002;KD-PD-10786;height;45 см;45 см;
KD-PD-10786__v002;KD-PD-10786;width;45 см;45 см;
KD-PD-10786__v002;KD-PD-10786;color;Голубой;голубой;
KD-PD-10786__v003;KD-PD-10786;category;Пледы и подушки;пледы и подушки;
KD-PD-10786__v003;KD-PD-10786;subcategory;Декоративные подушки;декоративные подушки;
KD-PD-10786__v003;KD-PD-10786;collection;Оренбургские узоры;оренбургские узоры;
KD-PD-10786__v003;KD-PD-10786;size;45×45 см;45×45 см;
KD-PD-10786__v003;KD-PD-10786;price;9900;9900;9900
KD-PD-10786__v003;KD-PD-10786;height;45 см;45 см;
KD-PD-10786__v003;KD-PD-10786;width;45 см;45 см;
KD-PD-10786__v003;KD-PD-10786;color;Экрю;экрю;
KD-PD-7947__v001;KD-PD-7947;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7947__v001;KD-PD-7947;subcategory;Блюда и подача;блюда и подача;
KD-PD-7947__v001;KD-PD-7947;collection;Петербург;петербург;
KD-PD-7947__v001;KD-PD-7947;material;Костяной фарфор;костяной фарфор;
KD-PD-7947__v001;KD-PD-7947;size;36,5×25×2 см;36,5×25×2 см;
KD-PD-7947__v001;KD-PD-7947;price;5995;5995;5995
KD-PD-7947__v001;KD-PD-7947;old_price;11990;11990;11990
KD-PD-7947__v001;KD-PD-7947;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7947__v001;KD-PD-7947;color;Белый;белый;
KD-PD-8312__v001;KD-PD-8312;category;Столовый текстиль;столовый текстиль;
KD-PD-8312__v001;KD-PD-8312;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8312__v001;KD-PD-8312;collection;Петербург;петербург;
KD-PD-8312__v001;KD-PD-8312;material;Сатин;сатин;
KD-PD-8312__v001;KD-PD-8312;size;165×45 см;165×45 см;
KD-PD-8312__v001;KD-PD-8312;price;2500;2500;2500
KD-PD-8312__v001;KD-PD-8312;old_price;5000;5000;5000
