variant_id;product_id;characteristic_code;value;normalized_value;numeric_value
KD-PD-8312__v001;KD-PD-8312;height;165 см;165 см;
KD-PD-8312__v001;KD-PD-8312;width;45 см;45 см;
KD-PD-8312__v001;KD-PD-8312;composition;100% сатин;100% сатин;
KD-PD-8312__v001;KD-PD-8312;color;Белый;белый;
KD-PD-7941__v001;KD-PD-7941;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7941__v001;KD-PD-7941;subcategory;Кружки, чайные и кофейные пары;кружки, чайные и кофейные пары;
KD-PD-7941__v001;KD-PD-7941;collection;Петербург;петербург;
KD-PD-7941__v001;KD-PD-7941;material;Костяной фарфор;костяной фарфор;
KD-PD-7941__v001;KD-PD-7941;price;4995;4995;4995
KD-PD-7941__v001;KD-PD-7941;old_price;9990;9990;9990
KD-PD-7941__v001;KD-PD-7941;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7941__v001;KD-PD-7941;color;Белый;белый;
KD-PD-7942__v001;KD-PD-7942;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7942__v001;KD-PD-7942;subcategory;Салатники, cупницы и глубокие тарелки;салатники, cупницы и глубокие тарелки;
KD-PD-7942__v001;KD-PD-7942;collection;Петербург;петербург;
KD-PD-7942__v001;KD-PD-7942;material;Костяной фарфор;костяной фарфор;
KD-PD-7942__v001;KD-PD-7942;price;2995;2995;2995
KD-PD-7942__v001;KD-PD-7942;old_price;5990;5990;5990
KD-PD-7942__v001;KD-PD-7942;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7942__v001;KD-PD-7942;color;Белый;белый;
KD-PD-7942__v002;KD-PD-7942;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7942__v002;KD-PD-7942;subcategory;Салатники, cупницы и глубокие тарелки;салатники, cупницы и глубокие тарелки;
KD-PD-7942__v002;KD-PD-7942;collection;Петербург;петербург;
KD-PD-7942__v002;KD-PD-7942;material;Костяной фарфор;костяной фарфор;
KD-PD-7942__v002;KD-PD-7942;price;5995;5995;5995
KD-PD-7942__v002;KD-PD-7942;old_price;11990;11990;11990
KD-PD-7942__v002;KD-PD-7942;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7942__v002;KD-PD-7942;color;Белый;белый;
KD-PD-7242__v001;KD-PD-7242;category;Столовый текстиль;столовый текстиль;
KD-PD-7242__v001;KD-PD-7242;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-7242__v001;KD-PD-7242;collection;Петербург;петербург;
KD-PD-7242__v001;KD-PD-7242;material;Сатин;сатин;
KD-PD-7242__v001;KD-PD-7242;size;45×45 см;45×45 см;
KD-PD-7242__v001;KD-PD-7242;price;650;650;650
KD-PD-7242__v001;KD-PD-7242;old_price;1300;1300;1300
KD-PD-7242__v001;KD-PD-7242;height;45 см;45 см;
KD-PD-7242__v001;KD-PD-7242;width;45 см;45 см;
KD-PD-7242__v001;KD-PD-7242;composition;100% сатин;100% сатин;
KD-PD-7242__v001;KD-PD-7242;color;Белый;белый;
KD-PD-7938__v001;KD-PD-7938;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7938__v001;KD-PD-7938;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-7938__v001;KD-PD-7938;collection;Петербург;петербург;
KD-PD-7938__v001;KD-PD-7938;material;Костяной фарфор;костяной фарфор;
KD-PD-7938__v001;KD-PD-7938;price;7950;7950;7950
KD-PD-7938__v001;KD-PD-7938;old_price;15900;15900;15900
KD-PD-7938__v001;KD-PD-7938;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7938__v001;KD-PD-7938;color;Белый;белый;
KD-PD-8256__v001;KD-PD-8256;category;Столовый текстиль;столовый текстиль;
KD-PD-8256__v001;KD-PD-8256;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8256__v001;KD-PD-8256;collection;Петербург;петербург;
KD-PD-8256__v001;KD-PD-8256;material;Сатин;сатин;
KD-PD-8256__v001;KD-PD-8256;size;180×250 см;180×250 см;
KD-PD-8256__v001;KD-PD-8256;price;7250;7250;7250
KD-PD-8256__v001;KD-PD-8256;old_price;14500;14500;14500
KD-PD-8256__v001;KD-PD-8256;height;180 см;180 см;
KD-PD-8256__v001;KD-PD-8256;width;250 см;250 см;
KD-PD-8256__v001;KD-PD-8256;composition;100% сатин;100% сатин;
KD-PD-8256__v001;KD-PD-8256;color;Белый;белый;
KD-PD-7939__v001;KD-PD-7939;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7939__v001;KD-PD-7939;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-7939__v001;KD-PD-7939;collection;Петербург;петербург;
KD-PD-7939__v001;KD-PD-7939;material;Костяной фарфор;костяной фарфор;
KD-PD-7939__v001;KD-PD-7939;size;300 мл;300 мл;
KD-PD-7939__v001;KD-PD-7939;price;6450;6450;6450
KD-PD-7939__v001;KD-PD-7939;old_price;12900;12900;12900
KD-PD-7939__v001;KD-PD-7939;volume;300 мл;300 мл;
KD-PD-7939__v001;KD-PD-7939;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7939__v001;KD-PD-7939;color;Белый;белый;
KD-PD-7944__v001;KD-PD-7944;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7944__v001;KD-PD-7944;subcategory;Тарелки;тарелки;
KD-PD-7944__v001;KD-PD-7944;collection;Петербург;петербург;
KD-PD-7944__v001;KD-PD-7944;material;Костяной фарфор;костяной фарфор;
KD-PD-7944__v001;KD-PD-7944;size;20 см;20 см;
KD-PD-7944__v001;KD-PD-7944;price;2895;2895;2895
KD-PD-7944__v001;KD-PD-7944;old_price;5790;5790;5790
KD-PD-7944__v001;KD-PD-7944;height;20 см;20 см;
KD-PD-7944__v001;KD-PD-7944;width;20 см;20 см;
KD-PD-7944__v001;KD-PD-7944;diameter;20 см;20 см;
KD-PD-7944__v001;KD-PD-7944;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7944__v001;KD-PD-7944;color;Белый;белый;
KD-PD-7944__v002;KD-PD-7944;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7944__v002;KD-PD-7944;subcategory;Тарелки;тарелки;
KD-PD-7944__v002;KD-PD-7944;collection;Петербург;петербург;
KD-PD-7944__v002;KD-PD-7944;material;Костяной фарфор;костяной фарфор;
KD-PD-7944__v002;KD-PD-7944;size;23 см;23 см;
KD-PD-7944__v002;KD-PD-7944;price;3245;3245;3245
KD-PD-7944__v002;KD-PD-7944;old_price;6490;6490;6490
KD-PD-7944__v002;KD-PD-7944;height;20 см;20 см;
KD-PD-7944__v002;KD-PD-7944;width;20 см;20 см;
KD-PD-7944__v002;KD-PD-7944;diameter;23 см;23 см;
KD-PD-7944__v002;KD-PD-7944;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7944__v002;KD-PD-7944;color;Белый;белый;
KD-PD-7944__v003;KD-PD-7944;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7944__v003;KD-PD-7944;subcategory;Тарелки;тарелки;
KD-PD-7944__v003;KD-PD-7944;collection;Петербург;петербург;
KD-PD-7944__v003;KD-PD-7944;material;Костяной фарфор;костяной фарфор;
KD-PD-7944__v003;KD-PD-7944;size;27 см;27 см;
KD-PD-7944__v003;KD-PD-7944;price;3995;3995;3995
KD-PD-7944__v003;KD-PD-7944;old_price;7990;7990;7990
KD-PD-7944__v003;KD-PD-7944;height;20 см;20 см;
KD-PD-7944__v003;KD-PD-7944;width;20 см;20 см;
KD-PD-7944__v003;KD-PD-7944;diameter;27 см;27 см;
KD-PD-7944__v003;KD-PD-7944;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7944__v003;KD-PD-7944;color;Белый;белый;
KD-PD-7940__v001;KD-PD-7940;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7940__v001;KD-PD-7940;subcategory;Кружки, чайные и кофейные пары;кружки, чайные и кофейные пары;
KD-PD-7940__v001;KD-PD-7940;collection;Петербург;петербург;
KD-PD-7940__v001;KD-PD-7940;material;Костяной фарфор;костяной фарфор;
KD-PD-7940__v001;KD-PD-7940;size;260 мл;260 мл;
KD-PD-7940__v001;KD-PD-7940;price;4995;4995;4995
KD-PD-7940__v001;KD-PD-7940;old_price;9990;9990;9990
KD-PD-7940__v001;KD-PD-7940;volume;260 мл;260 мл;
KD-PD-7940__v001;KD-PD-7940;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7940__v001;KD-PD-7940;color;Белый;белый;
KD-PD-7937__v001;KD-PD-7937;category;Посуда и сервировка;посуда и сервировка;
KD-PD-7937__v001;KD-PD-7937;subcategory;Чайники, молочники и сахарницы;чайники, молочники и са×арницы;
KD-PD-7937__v001;KD-PD-7937;collection;Петербург;петербург;
KD-PD-7937__v001;KD-PD-7937;material;Костяной фарфор;костяной фарфор;
KD-PD-7937__v001;KD-PD-7937;size;1100 мл;1100 мл;
KD-PD-7937__v001;KD-PD-7937;price;9950;9950;9950
KD-PD-7937__v001;KD-PD-7937;old_price;19900;19900;19900
KD-PD-7937__v001;KD-PD-7937;volume;1100 мл;1100 мл;
KD-PD-7937__v001;KD-PD-7937;composition;100% костяной фарфор;100% костяной фарфор;
KD-PD-7937__v001;KD-PD-7937;color;Белый;белый;
KD-PD-9713__v001;KD-PD-9713;category;Декор для дома;декор для дома;
KD-PD-9713__v001;KD-PD-9713;subcategory;Канцтовары;канцтовары;
KD-PD-9713__v001;KD-PD-9713;collection;Текстура;текстура;
KD-PD-9713__v001;KD-PD-9713;material;Натуральная кожа;натуральная кожа;
KD-PD-9713__v001;KD-PD-9713;size;Единый размер;единый размер;
KD-PD-9713__v001;KD-PD-9713;price;2600;2600;2600
KD-PD-9713__v001;KD-PD-9713;old_price;6500;6500;6500
KD-PD-9713__v001;KD-PD-9713;height;15 см;15 см;
KD-PD-9713__v001;KD-PD-9713;width;21 см;21 см;
KD-PD-9713__v001;KD-PD-9713;color;Коричневый;коричневый;
KD-PD-9718__v001;KD-PD-9718;category;Декор для дома;декор для дома;
KD-PD-9718__v001;KD-PD-9718;subcategory;Игры;игры;
KD-PD-9718__v001;KD-PD-9718;collection;Текстура;текстура;
KD-PD-9718__v001;KD-PD-9718;material;Натуральная кожа;натуральная кожа;
KD-PD-9718__v001;KD-PD-9718;size;Единый размер;единый размер;
KD-PD-9718__v001;KD-PD-9718;price;6200;6200;6200
KD-PD-9718__v001;KD-PD-9718;old_price;15500;15500;15500
KD-PD-9718__v001;KD-PD-9718;height;19,5 см;19,5 см;
KD-PD-9718__v001;KD-PD-9718;width;19,5 см;19,5 см;
KD-PD-9718__v001;KD-PD-9718;color;Черный;черный;
KD-PD-9718__v002;KD-PD-9718;category;Декор для дома;декор для дома;
KD-PD-9718__v002;KD-PD-9718;subcategory;Игры;игры;
KD-PD-9718__v002;KD-PD-9718;collection;Текстура;текстура;
KD-PD-9718__v002;KD-PD-9718;material;Натуральная кожа;натуральная кожа;
KD-PD-9718__v002;KD-PD-9718;size;Единый размер;единый размер;
KD-PD-9718__v002;KD-PD-9718;price;6200;6200;6200
KD-PD-9718__v002;KD-PD-9718;old_price;15500;15500;15500
KD-PD-9718__v002;KD-PD-9718;height;19,5 см;19,5 см;
KD-PD-9718__v002;KD-PD-9718;width;19,5 см;19,5 см;
KD-PD-9718__v002;KD-PD-9718;color;Бежевый;бежевый;
KD-PD-8768__v001;KD-PD-8768;category;Декор для дома;декор для дома;
KD-PD-8768__v001;KD-PD-8768;subcategory;Игры;игры;
KD-PD-8768__v001;KD-PD-8768;collection;Текстура;текстура;
KD-PD-8768__v001;KD-PD-8768;material;Натуральная кожа;натуральная кожа;
KD-PD-8768__v001;KD-PD-8768;size;Единый размер;единый размер;
KD-PD-8768__v001;KD-PD-8768;price;9000;9000;9000
KD-PD-8768__v001;KD-PD-8768;old_price;22500;22500;22500
KD-PD-8768__v001;KD-PD-8768;height;18 см;18 см;
KD-PD-8768__v001;KD-PD-8768;width;18 см;18 см;
KD-PD-8768__v001;KD-PD-8768;color;Черный;черный;
KD-PD-8768__v002;KD-PD-8768;category;Декор для дома;декор для дома;
KD-PD-8768__v002;KD-PD-8768;subcategory;Игры;игры;
KD-PD-8768__v002;KD-PD-8768;collection;Текстура;текстура;
KD-PD-8768__v002;KD-PD-8768;material;Натуральная кожа;натуральная кожа;
KD-PD-8768__v002;KD-PD-8768;size;Единый размер;единый размер;
KD-PD-8768__v002;KD-PD-8768;price;9000;9000;9000
KD-PD-8768__v002;KD-PD-8768;old_price;22500;22500;22500
KD-PD-8768__v002;KD-PD-8768;height;18 см;18 см;
KD-PD-8768__v002;KD-PD-8768;width;18 см;18 см;
KD-PD-8768__v002;KD-PD-8768;color;Бежевый;бежевый;
KD-PD-8770__v001;KD-PD-8770;category;Декор для дома;декор для дома;
KD-PD-8770__v001;KD-PD-8770;subcategory;Игры;игры;
KD-PD-8770__v001;KD-PD-8770;collection;Текстура;текстура;
KD-PD-8770__v001;KD-PD-8770;material;Натуральная кожа;натуральная кожа;
KD-PD-8770__v001;KD-PD-8770;size;Единый размер;единый размер;
KD-PD-8770__v001;KD-PD-8770;price;13000;13000;13000
KD-PD-8770__v001;KD-PD-8770;old_price;32500;32500;32500
KD-PD-8770__v001;KD-PD-8770;height;43 см;43 см;
KD-PD-8770__v001;KD-PD-8770;width;43 см;43 см;
KD-PD-8770__v001;KD-PD-8770;color;Черный;черный;
KD-PD-8770__v002;KD-PD-8770;category;Декор для дома;декор для дома;
KD-PD-8770__v002;KD-PD-8770;subcategory;Игры;игры;
KD-PD-8770__v002;KD-PD-8770;collection;Текстура;текстура;
KD-PD-8770__v002;KD-PD-8770;material;Натуральная кожа;натуральная кожа;
KD-PD-8770__v002;KD-PD-8770;size;Единый размер;единый размер;
KD-PD-8770__v002;KD-PD-8770;price;13000;13000;13000
KD-PD-8770__v002;KD-PD-8770;old_price;32500;32500;32500
KD-PD-8770__v002;KD-PD-8770;height;43 см;43 см;
KD-PD-8770__v002;KD-PD-8770;width;43 см;43 см;
KD-PD-8770__v002;KD-PD-8770;color;Бежевый;бежевый;
KD-PD-8765__v001;KD-PD-8765;category;Декор для дома;декор для дома;
KD-PD-8765__v001;KD-PD-8765;subcategory;Корзины;корзины;
KD-PD-8765__v001;KD-PD-8765;collection;Текстура;текстура;
KD-PD-8765__v001;KD-PD-8765;material;Натуральная кожа;натуральная кожа;
KD-PD-8765__v001;KD-PD-8765;size;18 см;18 см;
KD-PD-8765__v001;KD-PD-8765;price;15960;15960;15960
KD-PD-8765__v001;KD-PD-8765;old_price;39900;39900;39900
KD-PD-8765__v001;KD-PD-8765;height;18 см;18 см;
KD-PD-8765__v001;KD-PD-8765;width;18 см;18 см;
KD-PD-8765__v001;KD-PD-8765;color;Черный;черный;
KD-PD-8765__v002;KD-PD-8765;category;Декор для дома;декор для дома;
KD-PD-8765__v002;KD-PD-8765;subcategory;Корзины;корзины;
KD-PD-8765__v002;KD-PD-8765;collection;Текстура;текстура;
KD-PD-8765__v002;KD-PD-8765;material;Натуральная кожа;натуральная кожа;
KD-PD-8765__v002;KD-PD-8765;size;25 см;25 см;
KD-PD-8765__v002;KD-PD-8765;price;8840;8840;8840
KD-PD-8765__v002;KD-PD-8765;old_price;22100;22100;22100
KD-PD-8765__v002;KD-PD-8765;height;25 см;25 см;
KD-PD-8765__v002;KD-PD-8765;width;10 см;10 см;
KD-PD-8765__v002;KD-PD-8765;color;Коричневый;коричневый;
KD-PD-8777__v001;KD-PD-8777;category;Столовый текстиль;столовый текстиль;
KD-PD-8777__v001;KD-PD-8777;subcategory;Плейсматы;плейсматы;
KD-PD-8777__v001;KD-PD-8777;collection;Текстура;текстура;
KD-PD-8777__v001;KD-PD-8777;material;Натуральная кожа;натуральная кожа;
KD-PD-8777__v001;KD-PD-8777;size;30 см;30 см;
KD-PD-8777__v001;KD-PD-8777;price;3960;3960;3960
KD-PD-8777__v001;KD-PD-8777;old_price;9900;9900;9900
KD-PD-8777__v001;KD-PD-8777;color;Черный;черный;
KD-PD-8777__v002;KD-PD-8777;category;Столовый текстиль;столовый текстиль;
KD-PD-8777__v002;KD-PD-8777;subcategory;Плейсматы;плейсматы;
KD-PD-8777__v002;KD-PD-8777;collection;Текстура;текстура;
KD-PD-8777__v002;KD-PD-8777;material;Натуральная кожа;натуральная кожа;
KD-PD-8777__v002;KD-PD-8777;size;30 см;30 см;
KD-PD-8777__v002;KD-PD-8777;price;3960;3960;3960
KD-PD-8777__v002;KD-PD-8777;old_price;9900;9900;9900
KD-PD-8777__v002;KD-PD-8777;color;Коричневый;коричневый;
KD-PD-8777__v003;KD-PD-8777;category;Столовый текстиль;столовый текстиль;
KD-PD-8777__v003;KD-PD-8777;subcategory;Плейсматы;плейсматы;
KD-PD-8777__v003;KD-PD-8777;collection;Текстура;текстура;
KD-PD-8777__v003;KD-PD-8777;material;Натуральная кожа;натуральная кожа;
KD-PD-8777__v003;KD-PD-8777;size;30 см;30 см;
KD-PD-8777__v003;KD-PD-8777;price;3960;3960;3960
KD-PD-8777__v003;KD-PD-8777;old_price;9900;9900;9900
KD-PD-8777__v003;KD-PD-8777;color;Бежевый;бежевый;
KD-PD-9711__v001;KD-PD-9711;category;Посуда и сервировка;посуда и сервировка;
KD-PD-9711__v001;KD-PD-9711;subcategory;Блюда и подача;блюда и подача;
KD-PD-9711__v001;KD-PD-9711;collection;Текстура;текстура;
KD-PD-9711__v001;KD-PD-9711;material;Натуральная кожа;натуральная кожа;
KD-PD-9711__v001;KD-PD-9711;size;Единый размер;единый размер;
KD-PD-9711__v001;KD-PD-9711;price;11800;11800;11800
KD-PD-9711__v001;KD-PD-9711;old_price;29500;29500;29500
KD-PD-9711__v001;KD-PD-9711;color;Черный;черный;
KD-PD-8776__v001;KD-PD-8776;category;Посуда и сервировка;посуда и сервировка;
KD-PD-8776__v001;KD-PD-8776;subcategory;Блюда и подача;блюда и подача;
KD-PD-8776__v001;KD-PD-8776;collection;Текстура;текстура;
KD-PD-8776__v001;KD-PD-8776;material;Натуральная кожа;натуральная кожа;
KD-PD-8776__v001;KD-PD-8776;size;9 см;9 см;
KD-PD-8776__v001;KD-PD-8776;price;596;596;596
KD-PD-8776__v001;KD-PD-8776;old_price;1490;1490;1490
KD-PD-8776__v001;KD-PD-8776;width;9 см;9 см;
KD-PD-8776__v001;KD-PD-8776;color;Коричневый;коричневый;
KD-PD-8758__v001;KD-PD-8758;category;Посуда и сервировка;посуда и сервировка;
KD-PD-8758__v001;KD-PD-8758;subcategory;Салфетницы;салфетницы;
KD-PD-8758__v001;KD-PD-8758;collection;Текстура;текстура;
KD-PD-8758__v001;KD-PD-8758;material;Натуральная кожа;натуральная кожа;
KD-PD-8758__v001;KD-PD-8758;size;12×12 см;12×12 см;
KD-PD-8758__v001;KD-PD-8758;price;5040;5040;5040
KD-PD-8758__v001;KD-PD-8758;old_price;12600;12600;12600
KD-PD-8758__v001;KD-PD-8758;height;12 см;12 см;
KD-PD-8758__v001;KD-PD-8758;width;12 см;12 см;
KD-PD-8758__v001;KD-PD-8758;color;Черный;черный;
KD-PD-8758__v002;KD-PD-8758;category;Посуда и сервировка;посуда и сервировка;
KD-PD-8758__v002;KD-PD-8758;subcategory;Салфетницы;салфетницы;
KD-PD-8758__v002;KD-PD-8758;collection;Текстура;текстура;
KD-PD-8758__v002;KD-PD-8758;material;Натуральная кожа;натуральная кожа;
KD-PD-8758__v002;KD-PD-8758;size;12×12 см;12×12 см;
KD-PD-8758__v002;KD-PD-8758;price;5040;5040;5040
KD-PD-8758__v002;KD-PD-8758;old_price;12600;12600;12600
KD-PD-8758__v002;KD-PD-8758;height;12 см;12 см;
KD-PD-8758__v002;KD-PD-8758;width;12 см;12 см;
KD-PD-8758__v002;KD-PD-8758;color;Коричневый;коричневый;
KD-PD-8967__v001;KD-PD-8967;category;Столовый текстиль;столовый текстиль;
KD-PD-8967__v001;KD-PD-8967;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8967__v001;KD-PD-8967;collection;Многоцвет;многоцвет;
KD-PD-8967__v001;KD-PD-8967;material;Хлопок;×лопок;
KD-PD-8967__v001;KD-PD-8967;size;50×180 см;50×180 см;
KD-PD-8967__v001;KD-PD-8967;price;2495;2495;2495
KD-PD-8967__v001;KD-PD-8967;old_price;4990;4990;4990
KD-PD-8967__v001;KD-PD-8967;height;50 см;50 см;
KD-PD-8967__v001;KD-PD-8967;width;180 см;180 см;
KD-PD-8967__v001;KD-PD-8967;composition;100% Хлопок;100%×лопок;
KD-PD-8967__v001;KD-PD-8967;color;Белый;белый;
KD-PD-8967__v002;KD-PD-8967;category;Столовый текстиль;столовый текстиль;
KD-PD-8967__v002;KD-PD-8967;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8967__v002;KD-PD-8967;collection;Многоцвет;многоцвет;
KD-PD-8967__v002;KD-PD-8967;material;Хлопок;×лопок;
KD-PD-8967__v002;KD-PD-8967;size;60×350 см;60×350 см;
KD-PD-8967__v002;KD-PD-8967;price;3495;3495;3495
KD-PD-8967__v002;KD-PD-8967;old_price;6990;6990;6990
KD-PD-8967__v002;KD-PD-8967;height;60 см;60 см;
KD-PD-8967__v002;KD-PD-8967;width;350 см;350 см;
KD-PD-8967__v002;KD-PD-8967;composition;100% Хлопок;100%×лопок;
KD-PD-8967__v002;KD-PD-8967;color;Белый;белый;
KD-PD-8967__v003;KD-PD-8967;category;Столовый текстиль;столовый текстиль;
KD-PD-8967__v003;KD-PD-8967;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8967__v003;KD-PD-8967;collection;Многоцвет;многоцвет;
KD-PD-8967__v003;KD-PD-8967;material;Хлопок;×лопок;
KD-PD-8967__v003;KD-PD-8967;size;50×250 см;50×250 см;
KD-PD-8967__v003;KD-PD-8967;price;2495;2495;2495
KD-PD-8967__v003;KD-PD-8967;old_price;4990;4990;4990
KD-PD-8967__v003;KD-PD-8967;height;50 см;50 см;
KD-PD-8967__v003;KD-PD-8967;width;250 см;250 см;
KD-PD-8967__v003;KD-PD-8967;composition;100% Хлопок;100%×лопок;
KD-PD-8967__v003;KD-PD-8967;color;Белый;белый;
KD-PD-8977__v001;KD-PD-8977;category;Столовый текстиль;столовый текстиль;
KD-PD-8977__v001;KD-PD-8977;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-8977__v001;KD-PD-8977;collection;Многоцвет;многоцвет;
KD-PD-8977__v001;KD-PD-8977;material;Хлопок;×лопок;
KD-PD-8977__v001;KD-PD-8977;size;12×23 см;12×23 см;
KD-PD-8977__v001;KD-PD-8977;price;345;345;345
KD-PD-8977__v001;KD-PD-8977;old_price;690;690;690
KD-PD-8977__v001;KD-PD-8977;height;12 см;12 см;
KD-PD-8977__v001;KD-PD-8977;width;23 см;23 см;
KD-PD-8977__v001;KD-PD-8977;composition;100% Хлопок;100%×лопок;
KD-PD-8977__v001;KD-PD-8977;color;Белый;белый;
KD-PD-7227__v001;KD-PD-7227;category;Столовый текстиль;столовый текстиль;
KD-PD-7227__v001;KD-PD-7227;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-7227__v001;KD-PD-7227;collection;Многоцвет;многоцвет;
KD-PD-7227__v001;KD-PD-7227;material;Хлопок;×лопок;
KD-PD-7227__v001;KD-PD-7227;size;180×180 см;180×180 см;
KD-PD-7227__v001;KD-PD-7227;price;4495;4495;4495
KD-PD-7227__v001;KD-PD-7227;old_price;8990;8990;8990
KD-PD-7227__v001;KD-PD-7227;height;180 см;180 см;
KD-PD-7227__v001;KD-PD-7227;width;180 см;180 см;
KD-PD-7227__v001;KD-PD-7227;composition;100% Хлопок;100%×лопок;
KD-PD-7227__v001;KD-PD-7227;color;Белый;белый;
KD-PD-7227__v002;KD-PD-7227;category;Столовый текстиль;столовый текстиль;
KD-PD-7227__v002;KD-PD-7227;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-7227__v002;KD-PD-7227;collection;Многоцвет;многоцвет;
KD-PD-7227__v002;KD-PD-7227;material;Хлопок;×лопок;
KD-PD-7227__v002;KD-PD-7227;size;180×250 см;180×250 см;
KD-PD-7227__v002;KD-PD-7227;price;4495;4495;4495
KD-PD-7227__v002;KD-PD-7227;old_price;8990;8990;8990
KD-PD-7227__v002;KD-PD-7227;height;180 см;180 см;
KD-PD-7227__v002;KD-PD-7227;width;250 см;250 см;
KD-PD-7227__v002;KD-PD-7227;composition;100% Хлопок;100%×лопок;
KD-PD-7227__v002;KD-PD-7227;color;Белый;белый;
KD-PD-7227__v003;KD-PD-7227;category;Столовый текстиль;столовый текстиль;
KD-PD-7227__v003;KD-PD-7227;subcategory;Столовый текстиль;столовый текстиль;
KD-PD-7227__v003;KD-PD-7227;collection;Многоцвет;многоцвет;
KD-PD-7227__v003;KD-PD-7227;material;Хлопок;×лопок;
KD-PD-7227__v003;KD-PD-7227;size;180×350 см;180×350 см;
KD-PD-7227__v003;KD-PD-7227;price;4495;4495;4495
KD-PD-7227__v003;KD-PD-7227;old_price;8990;8990;8990
KD-PD-7227__v003;KD-PD-7227;height;180 см;180 см;
KD-PD-7227__v003;KD-PD-7227;width;350 см;350 см;
KD-PD-7227__v003;KD-PD-7227;composition;100% Хлопок;100%×лопок;
KD-PD-7227__v003;KD-PD-7227;color;Белый;белый;
KD-PD-9976__v001;KD-PD-9976;category;Декор для дома;декор для дома;
KD-PD-9976__v001;KD-PD-9976;subcategory;Свечи и диффузоры;свечи и диффузоры;
KD-PD-9976__v001;KD-PD-9976;collection;Многоцвет;многоцвет;
KD-PD-9976__v001;KD-PD-9976;material;Соевый воск;соевый воск;
KD-PD-9976__v001;KD-PD-9976;size;25,5 см;25,5 см;
KD-PD-9976__v001;KD-PD-9976;price;792;792;792
KD-PD-9976__v001;KD-PD-9976;old_price;990;990;990
KD-PD-9976__v001;KD-PD-9976;height;25,5 см;25,5 см;
KD-PD-9976__v001;KD-PD-9976;color;Белый;белый;
KD-PD-8242__v001;KD-PD-8242;category;Посуда и сервировка;посуда и сервировка;
KD-PD-8242__v001;KD-PD-8242;subcategory;Столовые приборы;столовые приборы;
KD-PD-8242__v001;KD-PD-8242;collection;Столовые приборы;столовые приборы;
KD-PD-8242__v001;KD-PD-8242;material;Нержавеющая сталь 18/10;нержавеющая сталь 18 / 10;
KD-PD-8242__v001;KD-PD-8242;price;32900;32900;32900
KD-PD-8242__v001;KD-PD-8242;color;Серебряный;серебряный;
KD-PD-8243__v001;KD-PD-8243;category;Посуда и сервировка;посуда и сервировка;
KD-PD-8243__v001;KD-PD-8243;subcategory;Столовые приборы;столовые приборы;
KD-PD-8243__v001;KD-PD-8243;collection;Столовые приборы;столовые приборы;
KD-PD-8243__v001;KD-PD-8243;material;Сталь;сталь;
KD-PD-8243__v001;KD-PD-8243;size;Единый размер;единый размер;
KD-PD-8243__v001;KD-PD-8243;price;20900;20900;20900
KD-PD-8243__v001;KD-PD-8243;composition;Нержавеющая сталь 18/10;нержавеющая сталь 18 / 10;
KD-PD-8243__v001;KD-PD-8243;color;Серебряный;серебряный;
KD-PD-11521__v001;KD-PD-11521;category;Декор для дома;декор для дома;
KD-PD-11521__v001;KD-PD-11521;subcategory;Свечи и диффузоры;свечи и диффузоры;
KD-PD-11521__v001;KD-PD-11521;size;130 мл;130 мл;
KD-PD-11521__v001;KD-PD-11521;aroma;Апельсин;апельсин;
KD-PD-11521__v001;KD-PD-11521;price;3990;3990;3990
KD-PD-11521__v001;KD-PD-11521;volume;130 мл;130 мл;
KD-PD-11521__v002;KD-PD-11521;category;Декор для дома;декор для дома;
KD-PD-11521__v002;KD-PD-11521;subcategory;Свечи и диффузоры;свечи и диффузоры;
KD-PD-11521__v002;KD-PD-11521;size;130 мл;130 мл;
KD-PD-11521__v002;KD-PD-11521;aroma;Мята;мята;
