ID;Артикул;Название товара;Цвет;Аромат;Размер;Цена;Старая цена;Высота;Ширина;Объем;Диаметр;Комплектация / информация о размере;Материал;Состав;Детали;Коллекция;Капсула;Категория;Подкатегория;Товар входит в готовое решение;Опционально входит в готовое решение;Капсула.1;Фото 1;Фото 2;Фото 3
746;KD-PD-11436;Блюдо овальное Эхо;белый;null;36х26 см;4 473 ₽;6 390 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Блюда и подача;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a77a9a9ef4_big.jpg;null;null
747;KD-PD-11518;Кофейная пара Эхо;белый;null;90 мл;1 673 ₽;2 390 ₽;null;null;90 мл;null;Кружка 1 шт\nБлюдце 1 шт;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a394af3ed506_big.jpg;https://kssafonova.github.io/images/imported-products/6a15ad989a8a5_big.jpg;https://kssafonova.github.io/images/imported-products/6a394af3a736d_big.jpg
748;KD-PD-11442;Кружка Эхо;белый;null;350 мл;1 953 ₽;2 790 ₽;null;null;350 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a394aefe9f00_big.jpg;https://kssafonova.github.io/images/imported-products/69a5787c5c475_big.jpg;null
749;KD-PD-11441;Молочник Эхо;белый;null;130 мл;1 673 ₽;2 390 ₽;null;null;130 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a394aeea5edf_big.jpg;https://kssafonova.github.io/images/imported-products/6a15ad53ba204_big.jpg;https://kssafonova.github.io/images/imported-products/69a5765de48a1_big.jpg
750;KD-PD-11449;Салатник Эхо;белый;null;250 мл;903 ₽;1 290 ₽;null;null;250 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a85f308820_big.jpg;https://kssafonova.github.io/images/imported-products/69a5751851cd4_big.jpg;null
750;KD-PD-11449;Салатник Эхо;белый;null;20 см;3 283 ₽;4 690 ₽;null;null;null;20 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a85f308820_big.jpg;https://kssafonova.github.io/images/imported-products/69a5751851cd4_big.jpg;null
751;KD-PD-11440;Сахарница Эхо;белый;null;null;2 513 ₽;3 590 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a394af59a5dc_big.jpg;https://kssafonova.github.io/images/imported-products/6a15aede2722f_big.jpg;null
752;KD-PD-11448;Супница Эхо;белый;null;31х23,7х14 см;7 273 ₽;10 390 ₽;null;null;null;null;null;null;null;null;Эхо;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/69f06b7fd6aff_big.jpg;https://kssafonova.github.io/images/imported-products/6a15b01297ff6_big.jpg;https://kssafonova.github.io/images/imported-products/69f06b801a49b_big.jpg
753;KD-PD-11435;Тарелка глубокая Эхо;белый;null;23 см;3 353 ₽;4 790 ₽;null;null;null;23 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a7324b8aea_big.jpg;https://kssafonova.github.io/images/imported-products/69a5769a92bc5_big.jpg;https://kssafonova.github.io/images/imported-products/6a3a7324f2ff1_big.jpg
754;KD-PD-11432;Тарелка десертная Эхо;белый;null;20,8 см;1 673 ₽;2 390 ₽;null;null;null;20,8 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a73285a37b_big.jpg;https://kssafonova.github.io/images/imported-products/69a5772a9dbd2_big.jpg;null
755;KD-PD-11447;Тарелка для супа Эхо;белый;null;16х11х5 см;1 533 ₽;2 190 ₽;16 см;11 см;null;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a732cb2a24_big.jpg;https://kssafonova.github.io/images/imported-products/6a15b0794dc81_big.jpg;https://kssafonova.github.io/images/imported-products/699f0fd03a5c0_big.jpg
756;KD-PD-11433;Тарелка закусочная Эхо;белый;null;23,5 см;2 233 ₽;3 190 ₽;null;null;null;23,5 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a3a739923911_big.jpg;https://kssafonova.github.io/images/imported-products/69a576f26a902_big.jpg;null
757;KD-PD-11434;Тарелка обеденная Эхо;белый;null;26,6 см;2 793 ₽;3 990 ₽;null;null;null;26,6 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a06d76222d16_big.jpg;https://kssafonova.github.io/images/imported-products/69a576c56bb35_big.jpg;null
758;KD-PD-11517;Чайная пара Эхо;белый;null;250 мл;2 233 ₽;3 190 ₽;null;null;250 мл;null;Кружка 1 шт\nБлюдце 1 шт;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a394af134502_big.jpg;https://kssafonova.github.io/images/imported-products/69a5760b0ab4b_big.jpg;null
759;KD-PD-11439;Чайник заварочный Эхо;белый;null;900 мл;5 593 ₽;7 990 ₽;null;null;900 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a394af835e91_big.jpg;https://kssafonova.github.io/images/imported-products/699d71e583d98_big.jpg;null
762;KD-PD-10451;Скатерть Мокоши;белый;null;180х250 см;19 900 ₽;null;180 см;250 см;null;null;null;сатин;100% сатин;null;Мокоши;null;Столовый текстиль;Столовый текстиль;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/6a3015125e4e0_big.jpg;https://kssafonova.github.io/images/imported-products/694173ce4c040_big.jpg;null
763;KD-PD-9415;Ваза для фруктов Весна;белый;null;21х21х9,5 см;1 436 ₽;3 590 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Блюда и подача;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a43756d2e4f2_big.jpg;https://kssafonova.github.io/images/imported-products/68fb3b873b725_big.jpg;https://kssafonova.github.io/images/imported-products/6a43756d7fc95_big.jpg
764;KD-PD-9418;Кружка Весна;белый;null;350 мл;596 ₽;1 490 ₽;null;null;350 мл;null;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/68ee0f7e2641d_big.jpg;https://kssafonova.github.io/images/imported-products/68ee0f93954b5_big.jpg;https://kssafonova.github.io/images/imported-products/6a4375855db76_big.jpg
765;KD-PD-8983;Плейсмат Весна;зеленый;null;45х45 см;990 ₽;null;45 см;45 см;null;null;null;сатин;100% сатин;null;Весна;null;Столовый текстиль;Плейсматы;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/69f21947d5ab9_big.jpg;https://kssafonova.github.io/images/imported-products/69f2194651ed2_big.jpg;https://kssafonova.github.io/images/imported-products/69f21944646fb_big.jpg
766;KD-PD-8984;Салфетка Весна;белый;null;45х45 см;1 290 ₽;null;45 см;45 см;null;null;null;сатин;100% сатин;null;Весна;null;Столовый текстиль;Столовый текстиль;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a43c7c4384df_big.jpg;https://kssafonova.github.io/images/imported-products/68b0382c609d3_big.png;https://kssafonova.github.io/images/imported-products/6a43c7c4ae99c_big.jpg
767;KD-PD-9975;Свеча Весна;белый;null;25,5 см;792 ₽;990 ₽;25,5 см;null;null;null;null;соевый воск;null;null;Весна;null;Декор для дома;Свечи и диффузоры;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/69df5f56592b1_big.jpg;https://kssafonova.github.io/images/imported-products/69b95ac02a5d5_big.jpg;null
768;KD-PD-8986;Скатерть Весна;белый;null;180х350 см;9 900 ₽;null;180 см;350 см;null;null;null;сатин;100% сатин;null;Весна;null;Столовый текстиль;Столовый текстиль;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a5756073f700_big.jpg;https://kssafonova.github.io/images/imported-products/68ef6af8d5df1_big.jpg;https://kssafonova.github.io/images/imported-products/68b040117f548_big.jpg
770;KD-PD-9416;Тарелка закусочная Весна;белый;null;23 см;1 116 ₽;2 790 ₽;null;null;null;23 см;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Тарелки;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a43757500ab8_big.jpg;https://kssafonova.github.io/images/imported-products/6a43757392be9_big.jpg;https://kssafonova.github.io/images/imported-products/6a437575b95e7_big.jpg
771;KD-PD-9417;Тарелка обеденная Весна;белый;null;27 см;1 436 ₽;3 590 ₽;null;null;null;27 см;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Тарелки;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a43757d69bf8_big.jpg;https://kssafonova.github.io/images/imported-products/6a43757e29529_big.jpg;https://kssafonova.github.io/images/imported-products/6a43757dac52e_big.jpg
776;KD-PD-10842;Плед Пушица;голубой;null;150х200 см;29 900 ₽;null;null;null;null;null;null;null;null;null;Оренбургские узоры;null;Пледы и подушки;Плед;Красные линии;Зимняя сказка;null;https://kssafonova.github.io/images/imported-products/690ca7e8a1da2_big.jpg;https://kssafonova.github.io/images/imported-products/691b2da8124c1_big.jpg;https://kssafonova.github.io/images/imported-products/6a33f5f86c928_big.jpg
777;KD-PD-10844;Плед Пушица;розовый;null;150х200 см;29 900 ₽;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;https://kssafonova.github.io/images/imported-products/690c4a39b0066_big.jpg;https://kssafonova.github.io/images/imported-products/69e0faf756f78_big.jpg;https://kssafonova.github.io/images/imported-products/6a33f5f14a97d_big.jpg
778;KD-PD-8124;Плед Пушица;экрю;null;150х200 см;29 900 ₽;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;https://kssafonova.github.io/images/imported-products/69e0fef714064_big.jpg;https://kssafonova.github.io/images/imported-products/691b2e78edf93_big.jpg;https://kssafonova.github.io/images/imported-products/6a33f5f4de1c8_big.jpg
